Country,observedPropertyDeterminandLabel,phenomenonTimeReferenceYear,resultMeanValue
Belgium,Nitrate,2014,50.15
Belgium,Nitrate,2014,59.27
Finland,Nitrite,2011,0.004
Slovakia,Nitrite,2000,0.0471
Italy,Nitrite,2012,0.005
Finland,Dissolved oxygen,2010,6.65
Belgium,Nitrate,2000,9.723
Italy,Nitrite,2012,0.005
Latvia,Dissolved oxygen,2002,0.05
Italy,Nitrate,2012,39.0
Slovakia,Nitrate,2000,9.0077
Lithuania,Nitrate,2003,1.77
Poland,Nitrite,2001,0.02
Belgium,Nitrate,2008,15.812
Spain,Nitrate,2007,5.5
Spain,Nitrate,2012,4.0
Romania,Nitrate,2014,47.522
Belgium,Nitrate,2002,10.237
Belgium,Nitrate,2006,14.4452
Spain,Nitrate,2006,7.2
Spain,Nitrate,2008,5.55
Finland,Nitrate,2008,0.01
Finland,Nitrate,2012,0.01
Italy,Nitrate,2012,5.0
Spain,Nitrite,2011,0.049
Finland,Ammonium,2006,0.0045
Finland,Ammonium,2009,0.0023
Bulgaria,Ammonium,2005,0.005
Spain,Nitrate,2003,8.7
Belgium,Nitrate,2014,1.64
Belgium,Nitrate,2014,1.4
Spain,Nitrate,2008,68.0
Belgium,Nitrate,2006,12.0737
Bulgaria,Ammonium,2004,0.038
Poland,Nitrite,2003,0.02
Turkey,Nitrite,2007,0.023
Turkey,Nitrite,2009,0.031
Finland,Ammonium,2008,0.0013
Latvia,Ammonium,2001,0.18
Belgium,Nitrate,2004,10.749
Malta,Nitrate,2017,47.25
Belgium,Nitrate,2016,43.5555555556
Belgium,Nitrite,2001,0.015
Spain,Nitrite,2006,0.017
Romania,Dissolved oxygen,2014,5.004
Hungary,Nitrite,2002,0.0164
Belgium,Nitrate,2016,60.6666666667
Poland,Nitrate,2002,12.601
Bulgaria,Nitrate,2004,17.638
Belgium,Nitrate,2015,38.4
Belgium,Nitrate,2015,28.1
Belgium,Nitrate,2016,30.6428571429
Belgium,Nitrate,2016,22.25
Spain,Nitrite,2010,0.02
Bulgaria,Nitrite,2001,0.009
Spain,Nitrate,2008,3.3
Finland,Nitrate,2010,2.12
Lithuania,Nitrate,2004,0.48
Netherlands,Ammonium,2010,0.66
Romania,Ammonium,2014,0.53
Spain,Ammonium,2010,0.0037
Spain,Ammonium,2009,0.065
Bulgaria,Ammonium,2002,0.017
Finland,Ammonium,2011,0.001
Spain,Ammonium,2006,0.023
Romania,Ammonium,2014,0.031
Netherlands,Ammonium,2006,3.57
Belgium,Ammonium,2000,0.018
Netherlands,Ammonium,2011,4.7
Belgium,Nitrite,2008,0.013
Romania,Dissolved oxygen,2014,4.007
Romania,Nitrite,2014,0.038
Turkey,Nitrite,2005,0.005
Turkey,Nitrite,2007,0.0093
Turkey,Nitrite,2006,0.068
Spain,Nitrite,2009,0.01
Bulgaria,Nitrite,2004,0.012
Belgium,Nitrite,2003,0.006
Finland,Nitrite,2012,0.0016
Netherlands,Ammonium,2012,0.88
Finland,Ammonium,2012,0.0113
Bulgaria,Ammonium,2005,0.167
Bulgaria,Ammonium,2002,0.077
Spain,Ammonium,2007,0.013
Latvia,Ammonium,2005,0.18
Latvia,Ammonium,2000,0.16
Belgium,Ammonium,2011,0.02
Bulgaria,Nitrate,2000,1.149
Belgium,Nitrate,2015,35.6
Belgium,Nitrate,2015,17.2
Belgium,Nitrate,2016,41.9545454545
Belgium,Nitrate,2016,47.9
Netherlands,Nitrate,2012,0.04
Belgium,Nitrate,2016,15.3333333333
Belgium,Nitrate,2016,11.7333333333
Spain,Nitrate,2006,76.25
Spain,Nitrate,2008,121.45
Netherlands,Nitrate,2011,0.05
Belgium,Nitrate,2015,31.7
Belgium,Nitrate,2015,40.5
Belgium,Nitrate,2015,14.4
Romania,Nitrate,2014,6.786
Romania,Nitrate,2014,25.6
Romania,Nitrate,2014,0.127
Latvia,Nitrate,2002,0.05
Belgium,Nitrate,2015,24.9
Belgium,Nitrate,2015,30.0
Finland,Dissolved oxygen,2010,4.65
Spain,Nitrite,2012,0.03
Spain,Dissolved oxygen,2012,6.35
Latvia,Nitrite,2004,0.005
Belgium,Nitrite,2009,0.0154
Belgium,Nitrate,2002,33.602
Romania,Nitrate,2014,33.663
Belgium,Nitrate,2002,11.7
Bulgaria,Nitrate,2000,14.076
Netherlands,Nitrate,2012,0.04
Lithuania,Nitrate,2001,0.31
Finland,Nitrate,2011,0.1
Belgium,Nitrate,2001,12.642
Belgium,Nitrate,2015,11.0
Belgium,Nitrate,2015,18.2
Belgium,Nitrate,2016,58.8333333333
Belgium,Nitrate,2016,34.2857142857
Finland,Nitrate,2011,12.4
Bulgaria,Nitrate,2001,13.442
Finland,Dissolved oxygen,2011,10.1
Finland,Dissolved oxygen,2010,6.0
Bulgaria,Nitrate,2004,2.215
Netherlands,Nitrate,2010,0.03
Belgium,Nitrate,2015,61.4
Belgium,Nitrate,2015,20.3
Finland,Dissolved oxygen,2012,5.8
Bulgaria,Nitrite,2004,0.002
Bulgaria,Nitrite,2005,0.004
Belgium,Nitrate,2015,22.9
Belgium,Nitrate,2015,43.8
Belgium,Nitrate,2016,27.32
Belgium,Nitrate,2016,50.4
Belgium,Nitrate,2016,18.1304347826
Belgium,Nitrate,2016,29.8333333333
Netherlands,Nitrate,2011,61.61
Bulgaria,Nitrite,2000,0.014
Finland,Nitrite,2010,0.0016
Bulgaria,Nitrite,2005,0.002
Finland,Dissolved oxygen,2011,4.8
Finland,Nitrite,2012,0.0016
Belgium,Nitrate,2015,1.0
Belgium,Nitrate,2015,52.2
Finland,Nitrate,2011,2.77
Belgium,Nitrate,2008,15.239
Netherlands,Nitrate,2010,0.03
Malta,Nitrate,2017,72.64
Belgium,Nitrate,2016,1.0
Belgium,Nitrate,2016,26.8571428571
Belgium,Nitrate,2016,9.8
Belgium,Nitrate,2016,6.33333333333
Spain,Nitrate,2007,79.0
Romania,Nitrate,2014,14.322
Bulgaria,Nitrate,2005,32.992
Belgium,Nitrate,2012,30.66
Spain,Nitrate,2003,0.283
Latvia,Nitrite,2004,0.004
Finland,Nitrite,2011,0.002
Finland,Dissolved oxygen,2006,11.57
Netherlands,Nitrate,2001,0.92
Belgium,Nitrate,2000,8.067
Bulgaria,Nitrate,2004,14.365
Belgium,Dissolved oxygen,2015,4.23
Belgium,Dissolved oxygen,2015,1.93
Romania,Dissolved oxygen,2014,5.454
Romania,Nitrite,2014,0.013
Spain,Dissolved oxygen,2010,5.4
Belgium,Nitrate,2015,12.7
Belgium,Nitrate,2016,6.37037037037
Romania,Nitrate,2014,5.38
Spain,Nitrate,2012,27.84706
Belgium,Dissolved oxygen,2015,4.77
Belgium,Dissolved oxygen,2015,2.36
Romania,Dissolved oxygen,2014,5.628
Romania,Nitrite,2014,0.019
Latvia,Nitrite,2005,0.003
Latvia,Dissolved oxygen,2001,0.1
Bulgaria,Nitrate,2005,13.228
Spain,Nitrate,2009,158.0
Finland,Dissolved oxygen,2007,11.27
Finland,Dissolved oxygen,2008,12.45
Belgium,Nitrite,2001,0.005
Hungary,Nitrate,2001,0.378
Netherlands,Nitrate,2010,0.03
Belgium,Nitrate,2015,23.1
Belgium,Nitrate,2015,29.2
Romania,Nitrate,2014,5.503
Netherlands,Ammonium,2010,0.15
Romania,Nitrate,2014,21.622
Belgium,Nitrate,2016,16.6
Spain,Nitrate,2003,219.0
Belgium,Nitrate,2016,29.368
Belgium,Nitrate,2016,19.625
Belgium,Nitrate,2016,12.6603773585
Spain,Nitrate,2007,2.7
Finland,Dissolved oxygen,2009,6.22
Romania,Dissolved oxygen,2014,5.94
Finland,Dissolved oxygen,2010,10.8
Latvia,Nitrate,2004,0.5
Bulgaria,Nitrate,2001,1.377
Romania,Nitrate,2014,8.857
Romania,Nitrate,2014,15.693
Spain,Nitrate,2005,165.0
Finland,Dissolved oxygen,2003,10.2
Finland,Nitrite,2009,0.0016
Finland,Ammonium,2002,0.0052
Poland,Ammonium,2003,0.34
Latvia,Ammonium,2003,0.25
Latvia,Nitrite,2001,0.01
Belgium,Dissolved oxygen,2015,1.88
Belgium,Dissolved oxygen,2015,3.82
Belgium,Nitrite,2011,0.01
Belgium,Nitrite,2010,0.007
Belgium,Nitrite,2001,0.005
Finland,Nitrate,2010,0.01
Estonia,Nitrate,2013,0.6
Bulgaria,Ammonium,2004,0.052
Romania,Ammonium,2014,0.164
Spain,Ammonium,2006,2.1
Bulgaria,Ammonium,2001,0.275
Estonia,Ammonium,2013,0.4551428571
Finland,Ammonium,2000,0.0026
Spain,Ammonium,2003,0.035
Romania,Ammonium,2014,0.455
Estonia,Ammonium,2013,0.11625
Netherlands,Ammonium,2011,0.26
Estonia,Ammonium,2014,0.1766666667
Spain,Ammonium,2008,0.023
Romania,Ammonium,2014,0.178
Estonia,Ammonium,2013,0.07
Estonia,Ammonium,2013,0.68
Hungary,Ammonium,2006,0.7386
Bulgaria,Nitrate,2000,28.258
Belgium,Nitrate,2015,34.2
Belgium,Nitrate,2015,26.9
Belgium,Nitrate,2015,41.0
Belgium,Nitrate,2015,14.0
Romania,Nitrate,2014,24.019
Romania,Nitrate,2014,16.74
Romania,Nitrate,2014,30.79
Belgium,Nitrite,2002,0.005
Belgium,Dissolved oxygen,2015,1.64
Belgium,Dissolved oxygen,2015,1.94
Romania,Nitrite,2014,0.065
Romania,Dissolved oxygen,2014,5.45
Finland,Ammonium,2008,0.0032
Estonia,Ammonium,2013,1.228
Estonia,Ammonium,2013,0.07
Romania,Nitrite,2014,0.034
Belgium,Dissolved oxygen,2015,4.77
Romania,Dissolved oxygen,2014,6.094
Estonia,Ammonium,2013,0.2033333333
Estonia,Ammonium,2013,0.1025
Belgium,Ammonium,2001,0.01
Romania,Ammonium,2014,3.64
Romania,Ammonium,2014,0.094
Spain,Ammonium,2008,0.013
Romania,Nitrite,2014,0.069
Romania,Nitrite,2014,0.033
Romania,Dissolved oxygen,2014,2.786
Spain,Ammonium,2012,0.023
Spain,Ammonium,2011,0.03
Slovakia,Ammonium,2000,0.27
Belgium,Dissolved oxygen,2015,2.44
Belgium,Dissolved oxygen,2015,2.52
Spain,Dissolved oxygen,2012,6.9
Romania,Nitrite,2014,0.027
Bulgaria,Dissolved oxygen,2003,7.463
Netherlands,Ammonium,2011,0.15
Romania,Ammonium,2014,0.626
Romania,Ammonium,2014,2.423
Spain,Dissolved oxygen,2011,5.1
Spain,Nitrite,2011,0.023
Belgium,Nitrite,2007,0.0066
Belgium,Nitrite,2004,0.007
Latvia,Dissolved oxygen,2003,0.1
Latvia,Nitrite,2000,0.01
Latvia,Nitrite,2002,0.005
Spain,Dissolved oxygen,2008,9.0
Spain,Dissolved oxygen,2009,9.3
Latvia,Dissolved oxygen,2002,0.031
Romania,Nitrite,2014,0.031
Spain,Dissolved oxygen,2006,7.3
Bulgaria,Nitrite,2005,0.015
Belgium,Nitrate,2016,40.4210526316
Belgium,Nitrate,2016,28.0
Belgium,Nitrate,2016,35.5483870968
Estonia,Nitrate,2013,0.4
Spain,Nitrate,2008,175.0
Hungary,Nitrate,2000,0.36
Latvia,Ammonium,2002,0.23
Latvia,Ammonium,2004,0.2
Estonia,Ammonium,2013,0.07
Estonia,Ammonium,2013,0.13
Romania,Ammonium,2014,0.863
Spain,Ammonium,2010,0.023
Hungary,Nitrate,2002,0.7197
Estonia,Nitrate,2013,1.0333333333
Estonia,Nitrate,2013,18.2388888889
Latvia,Ammonium,2005,0.29
Poland,Ammonium,2002,0.348
Estonia,Ammonium,2013,0.15
Finland,Ammonium,2009,0.0019
Estonia,Ammonium,2013,0.08
Spain,Ammonium,2007,0.023
Spain,Nitrite,2005,0.005
Finland,Nitrite,2012,0.0033
Spain,Nitrate,2007,162.0
Netherlands,Nitrate,2007,14.2
Romania,Dissolved oxygen,2014,6.041
Spain,Nitrite,2007,0.03
Netherlands,Nitrate,2009,5.59
Romania,Nitrate,2006,162.02
Hungary,Nitrate,2006,0.5
Estonia,Nitrate,2013,0.4
Estonia,Nitrate,2013,0.4
Estonia,Nitrate,2013,0.4
Estonia,Nitrate,2013,0.4
Estonia,Nitrate,2013,1.7714285714
Estonia,Ammonium,2013,0.07
Estonia,Ammonium,2013,0.34
Estonia,Ammonium,2013,0.1703731343
Latvia,Ammonium,2001,0.35
Spain,Ammonium,2009,0.1
Netherlands,Ammonium,2012,4.28
Spain,Nitrite,2008,0.005
Spain,Dissolved oxygen,2007,7.7
Italy,Ammonium,2012,0.01
Spain,Ammonium,2012,0.023
Romania,Ammonium,2014,0.487
Finland,Ammonium,2004,0.0034
Finland,Ammonium,2010,0.0023
Romania,Nitrite,2014,0.01
Estonia,Ammonium,2013,0.45
Netherlands,Ammonium,2010,4.53
Netherlands,Ammonium,2011,1.82
Finland,Ammonium,2002,0.0026
Finland,Ammonium,2004,0.0013
Romania,Dissolved oxygen,2014,4.417
Romania,Nitrite,2014,0.01
Spain,Dissolved oxygen,2005,8.9
Spain,Nitrite,2006,0.005
Lithuania,Nitrite,2005,0.0046
Estonia,Nitrite,2013,0.019
Estonia,Nitrite,2013,0.012
Estonia,Nitrite,2013,0.0282857143
Slovakia,Nitrite,2000,0.0082
Finland,Nitrite,2011,0.002
Finland,Nitrite,2012,0.0033
Estonia,Nitrite,2013,0.004
Estonia,Nitrite,2013,0.004
Netherlands,Ammonium,2006,5.07
Netherlands,Ammonium,2008,4.37
Finland,Ammonium,2010,0.0026
Belgium,Dissolved oxygen,2015,3.54
Belgium,Dissolved oxygen,2015,3.45
Belgium,Dissolved oxygen,2015,1.1
Estonia,Nitrite,2014,0.004
Romania,Nitrite,2014,0.076
Romania,Dissolved oxygen,2014,6.294
Spain,Dissolved oxygen,2008,3.0
Estonia,Nitrite,2013,0.0048
Estonia,Nitrite,2013,0.004
Belgium,Nitrite,2000,0.023
Montenegro,Ammonium,2006,0.01
Finland,Ammonium,2007,0.0023
Finland,Ammonium,2009,0.0013
Finland,Ammonium,2007,0.0032
Romania,Ammonium,2014,0.501
Spain,Ammonium,2007,0.245
Spain,Ammonium,2008,0.114
Estonia,Ammonium,2013,0.2144444444
Netherlands,Ammonium,2005,12.35
Netherlands,Ammonium,2010,1.99
Finland,Ammonium,2012,0.0015
Bulgaria,Ammonium,2005,0.1
Spain,Nitrite,2003,0.008
Estonia,Nitrite,2013,0.004
Estonia,Nitrite,2013,0.0154
Estonia,Nitrite,2013,0.004
Poland,Nitrite,2000,0.01
Poland,Nitrite,2002,0.012
Belgium,Nitrite,2000,0.081
Finland,Nitrite,2009,0.0033
Finland,Nitrite,2010,0.0016
Belgium,Ammonium,2010,0.01
Belgium,Ammonium,2001,0.01
Estonia,Nitrite,2013,0.028
Estonia,Nitrite,2013,0.0044
Spain,Nitrite,2007,0.014
Estonia,Nitrite,2013,0.004
Estonia,Nitrite,2013,0.007
Estonia,Nitrite,2013,0.004
Estonia,Dissolved oxygen,2013,6.5625
Spain,Nitrite,2006,0.005
Belgium,Ammonium,2011,0.01
Belgium,Ammonium,2007,0.0211
Finland,Ammonium,2012,3.2196
Spain,Dissolved oxygen,2003,8.95
Estonia,Nitrite,2013,0.0045714286
Belgium,Nitrite,2002,0.008
Spain,Dissolved oxygen,2010,8.075
Romania,Nitrite,2014,0.01
Romania,Dissolved oxygen,2014,7.985
Romania,Nitrite,2014,0.01
Estonia,Nitrite,2013,0.0065
Montenegro,Nitrite,2007,0.001
Spain,Nitrite,2007,0.005
Belgium,Nitrite,2012,0.01
Luxembourg,Nitrite,2006,0.025
Hungary,Ammonium,2006,0.9209
Finland,Ammonium,2010,0.0013
Belgium,Ammonium,2000,0.013
Netherlands,Ammonium,2011,2.13
Netherlands,Ammonium,2011,3.17
Finland,Ammonium,2010,0.0084
Belgium,Ammonium,2006,0.054
Netherlands,Ammonium,2007,9.22
Spain,Nitrate,2006,37.0
Netherlands,Nitrate,2011,0.6
Belgium,Nitrate,2001,26.055
Netherlands,Ammonium,2012,0.59
Netherlands,Ammonium,2011,78.75
Netherlands,Ammonium,2009,10.99
Netherlands,Ammonium,2011,1.33
Netherlands,Ammonium,2010,0.66
Netherlands,Ammonium,2011,9.65
Netherlands,Ammonium,2010,0.15
Netherlands,Ammonium,2012,0.17
Finland,Ammonium,2003,0.0013
Finland,Ammonium,2011,0.001
Finland,Ammonium,2012,0.0013
Finland,Ammonium,2012,0.0019
Latvia,Ammonium,2005,0.66
Hungary,Ammonium,2002,0.7585
Estonia,Ammonium,2013,0.07
Belgium,Ammonium,2002,0.108
Lithuania,Nitrate,2000,0.14
Estonia,Nitrate,2013,0.4
Estonia,Nitrate,2013,33.4
Hungary,Nitrate,2005,0.539
Luxembourg,Nitrate,2006,28.5
Spain,Nitrate,2007,28.984
Estonia,Nitrate,2013,1.9857142857
Estonia,Nitrate,2013,1.02
Estonia,Nitrate,2013,0.4
Lithuania,Nitrate,2002,0.15
Finland,Nitrate,2012,0.09
Estonia,Nitrite,2013,0.004
Montenegro,Nitrite,2006,0.001
Hungary,Nitrate,2003,0.4113
Spain,Nitrate,2007,39.0
Spain,Nitrate,2003,53.0
Hungary,Ammonium,2003,0.8481
Hungary,Ammonium,2004,0.8602
Finland,Dissolved oxygen,2003,10.9
Finland,Dissolved oxygen,2011,11.2
Montenegro,Nitrate,2007,4.72
Spain,Dissolved oxygen,2010,6.8
Finland,Dissolved oxygen,2009,6.22
Finland,Ammonium,2011,0.001
Finland,Ammonium,2010,1.7173
Netherlands,Ammonium,2010,1.26
Netherlands,Ammonium,2010,10.19
Netherlands,Ammonium,2011,0.24
Belgium,Nitrate,2004,7.103
Netherlands,Nitrate,2010,16.38
Finland,Nitrate,2002,0.13
Finland,Nitrate,2004,0.015
Belgium,Nitrate,2010,18.29
Estonia,Nitrate,2013,0.4
Estonia,Nitrate,2013,0.4
Finland,Dissolved oxygen,2003,7.2
Romania,Dissolved oxygen,2014,7.975
Spain,Nitrite,2009,0.012
Spain,Nitrite,2012,0.01525
Estonia,Nitrate,2013,27.3579104478
Netherlands,Nitrate,2011,12.13
Slovakia,Nitrate,2000,33.0667
Netherlands,Nitrate,2010,1.12
Netherlands,Nitrate,2011,15.35
Netherlands,Nitrate,2010,51.72
Finland,Dissolved oxygen,2009,12.3
Bulgaria,Nitrite,2005,0.143
Spain,Dissolved oxygen,2004,8.9
Netherlands,Nitrate,2012,60.89
Estonia,Nitrate,2013,4.1
Netherlands,Nitrate,2010,14.08
Finland,Dissolved oxygen,2004,11.0
Hungary,Nitrite,2002,0.0359
Hungary,Nitrite,2003,0.0156
Belgium,Nitrite,2010,0.005
Belgium,Nitrate,2010,29.16
Netherlands,Nitrate,2010,23.65
Belgium,Nitrate,2015,8.3
Belgium,Nitrate,2015,9.3
Belgium,Nitrate,2016,11.8333333333
Belgium,Nitrate,2016,23.25
Belgium,Nitrate,2016,14.6666666667
Estonia,Nitrite,2013,0.004
Hungary,Nitrite,2000,0.0072
Belgium,Nitrate,2016,15.0
Belgium,Nitrate,2015,5.6
Belgium,Nitrate,2011,10.7
Hungary,Nitrate,2000,2.2906
Netherlands,Nitrate,2012,15.5
Netherlands,Nitrate,2011,61.24
Belgium,Nitrite,2012,0.009
Hungary,Nitrite,2001,0.0224
Hungary,Nitrite,2004,0.0131
Finland,Dissolved oxygen,2012,0.15
Luxembourg,Nitrite,2005,0.025
Luxembourg,Nitrite,2007,0.025
Poland,Nitrite,2003,0.02
Latvia,Dissolved oxygen,2004,0.7
Netherlands,Ammonium,2012,0.83
Finland,Ammonium,2009,0.0032
Hungary,Ammonium,2005,0.9785
Estonia,Ammonium,2013,0.26
Netherlands,Nitrate,2012,10.06
Netherlands,Nitrate,2012,0.5
Estonia,Nitrate,2013,0.4
Belgium,Nitrate,2009,22.9458
Belgium,Nitrate,2006,21.1111
Finland,Dissolved oxygen,2008,8.9
Finland,Dissolved oxygen,2010,7.85
Latvia,Dissolved oxygen,2003,0.4
Latvia,Dissolved oxygen,2005,0.3
Finland,Nitrite,2011,0.012
Romania,Dissolved oxygen,2007,5.017
Netherlands,Nitrate,2012,0.04
Netherlands,Nitrate,2010,0.18
Netherlands,Nitrate,2011,0.36
Sweden,Nitrate,2001,0.88
Romania,Dissolved oxygen,2009,4.604
Estonia,Nitrite,2013,0.035
Estonia,Nitrite,2013,0.004
Latvia,Dissolved oxygen,2003,0.1
Finland,Nitrite,2010,0.0378
Finland,Dissolved oxygen,2011,3.7
Belgium,Dissolved oxygen,2015,2.05
Belgium,Dissolved oxygen,2015,2.67
Belgium,Dissolved oxygen,2015,1.26
Romania,Dissolved oxygen,2014,4.8
Romania,Nitrite,2014,0.13
Netherlands,Ammonium,2011,5.77
Netherlands,Ammonium,2010,4.77
Hungary,Ammonium,2001,0.9015
Finland,Ammonium,2001,0.0028
Finland,Ammonium,2006,0.0021
Spain,Dissolved oxygen,2007,7.3
Belgium,Nitrite,2000,0.02
Spain,Dissolved oxygen,2009,6.04
Spain,Dissolved oxygen,2012,6.81538
Finland,Dissolved oxygen,2011,7.5
Latvia,Ammonium,2003,0.27
Belgium,Ammonium,2012,0.0851
Belgium,Ammonium,2000,0.039
Belgium,Nitrite,2001,0.005
Italy,Nitrite,2012,22.33333
Hungary,Nitrite,2005,0.0095
Finland,Dissolved oxygen,2010,2.58
Sweden,Nitrate,2003,0.6
Netherlands,Nitrate,2011,0.09
Netherlands,Nitrate,2010,0.11
Belgium,Ammonium,2005,0.02
Finland,Ammonium,2010,3.284
Finland,Nitrate,2003,0.13
Netherlands,Nitrate,2011,0.03
Netherlands,Nitrate,2011,0.28
Netherlands,Nitrate,2011,0.8
Netherlands,Nitrate,2012,0.04
Netherlands,Ammonium,2011,4.78
Netherlands,Ammonium,2012,1.79
Estonia,Nitrate,2014,0.4
Romania,Nitrate,2014,0.326
Spain,Nitrate,2006,73.0
Bulgaria,Nitrate,2003,8.215
Spain,Nitrate,2004,194.0
Netherlands,Nitrate,2012,12.68
Netherlands,Nitrate,2011,27.6
Sweden,Nitrate,2005,0.43
Sweden,Nitrate,2000,0.33
Lithuania,Nitrate,2000,0.69
Netherlands,Nitrate,2003,39.61
Sweden,Nitrate,2004,1.5001
Hungary,Nitrate,2006,2.0033
Belgium,Ammonium,2006,0.0189
Netherlands,Nitrate,2000,49.16
Hungary,Ammonium,2007,1.0223
Belgium,Ammonium,2005,0.01
Finland,Dissolved oxygen,2009,6.25
Netherlands,Nitrate,2004,35.87
Finland,Nitrate,2003,0.11
Belgium,Nitrate,2000,16.744
Finland,Nitrate,2011,0.44
Netherlands,Nitrate,2010,19.52
Netherlands,Nitrate,2011,0.03
Netherlands,Nitrate,2010,0.03
Spain,Dissolved oxygen,2006,7.9
Slovakia,Dissolved oxygen,2000,1.7725
Luxembourg,Nitrite,2003,0.025
Hungary,Ammonium,2000,1.1427
Finland,Ammonium,2012,0.0013
Netherlands,Ammonium,2010,0.15
Netherlands,Ammonium,2012,0.33
Lithuania,Ammonium,2000,0.9389
Estonia,Ammonium,2013,0.425
Estonia,Ammonium,2013,0.14
Romania,Ammonium,2011,0.06
Italy,Nitrate,2012,7.0
Montenegro,Nitrate,2006,2.62
Netherlands,Nitrate,2008,22.16
Italy,Nitrate,2012,17.75
Netherlands,Nitrate,2005,31.86
Netherlands,Nitrate,2007,25.62
Italy,Nitrate,2012,15.5
Italy,Nitrate,2012,10.4
Italy,Nitrate,2012,3.0
Slovakia,Dissolved oxygen,2000,4.614
Lithuania,Nitrite,2002,0.005
Hungary,Nitrite,2006,0.0293
Belgium,Nitrite,2001,0.005
Italy,Nitrate,2012,4.5
Belgium,Nitrite,2003,0.027
Italy,Nitrite,2012,0.005
Italy,Nitrate,2012,8.83
Sweden,Nitrate,2002,0.02
Hungary,Nitrate,2007,0.4456
Estonia,Nitrate,2013,2.18
Netherlands,Nitrate,2002,41.51
Netherlands,Nitrate,2009,20.54
Netherlands,Nitrate,2006,30.54
Spain,Nitrate,2006,170.0
Hungary,Nitrate,2004,0.5265
Estonia,Nitrate,2013,0.6
Estonia,Nitrate,2013,0.4
Netherlands,Ammonium,2000,0.92
Finland,Ammonium,2011,0.115
Hungary,Ammonium,2002,1.132
Hungary,Ammonium,2004,1.0946
Italy,Ammonium,2012,0.01
Italy,Ammonium,2012,0.013
Estonia,Nitrate,2013,0.4
Luxembourg,Nitrate,2007,29.5
Finland,Nitrate,2000,0.172
Slovakia,Nitrate,2000,20.0429
Bulgaria,Nitrate,2002,42.024
Netherlands,Ammonium,2012,0.22
Finland,Dissolved oxygen,2007,6.88
Netherlands,Ammonium,2010,4.87
Hungary,Ammonium,2000,0.8684
Estonia,Ammonium,2013,0.2535714286
Belgium,Ammonium,2007,0.127
Finland,Ammonium,2012,0.1552
Finland,Dissolved oxygen,2006,6.8
Lithuania,Dissolved oxygen,2002,1.5
Belgium,Nitrite,2004,0.005
Italy,Ammonium,2012,0.01
Netherlands,Nitrate,2011,11.01
Belgium,Nitrate,2006,13.0422
Italy,Nitrite,2012,0.005
Finland,Dissolved oxygen,2010,0.15
Finland,Dissolved oxygen,2011,0.1
Finland,Nitrate,2002,0.153
Netherlands,Nitrate,2011,0.03
Bulgaria,Nitrate,2005,25.064
Estonia,Ammonium,2013,0.1975
Finland,Ammonium,2011,0.005
Spain,Ammonium,2010,0.0646
Netherlands,Ammonium,2004,12.85
Italy,Ammonium,2012,0.01
Netherlands,Ammonium,2006,1.12
Italy,Nitrate,2012,3.0
Belgium,Nitrate,2012,12.59
Belgium,Nitrate,2011,17.29
Belgium,Nitrate,2007,25.664
Hungary,Nitrate,2005,6.1433
Finland,Nitrate,2010,1.35
Finland,Nitrate,2012,0.32
Italy,Ammonium,2012,0.012
Netherlands,Ammonium,2008,1.03
Netherlands,Nitrate,2012,0.24
Italy,Nitrite,2012,0.005
Belgium,Nitrite,2002,0.01
Hungary,Nitrite,2001,0.0201
Netherlands,Ammonium,2004,0.97
Hungary,Nitrite,2003,0.0162
Italy,Nitrite,2012,0.005
Belgium,Nitrite,2012,0.0377
Belgium,Nitrite,2006,0.0114
Netherlands,Ammonium,2009,1.12
Netherlands,Ammonium,2012,1.08
Latvia,Ammonium,2002,0.51
Latvia,Ammonium,2004,0.32
Italy,Ammonium,2012,0.01
Netherlands,Ammonium,2004,0.57
Romania,Ammonium,2008,0.022
Netherlands,Nitrate,2001,38.46
Hungary,Nitrate,2002,0.3913
Slovakia,Nitrate,2000,45.0714
Finland,Nitrite,2012,0.0181
Hungary,Nitrite,2002,0.0327
Hungary,Nitrite,2004,0.0128
Estonia,Nitrite,2013,0.0043333333
Bulgaria,Ammonium,2003,0.102
Netherlands,Ammonium,2010,0.24
Netherlands,Ammonium,2011,0.62
Netherlands,Ammonium,2012,6.77
Netherlands,Ammonium,2012,0.76
Estonia,Nitrite,2013,0.0052142857
Romania,Ammonium,2010,0.11
Poland,Ammonium,2002,0.667
Finland,Ammonium,2003,0.028
Belgium,Nitrite,2012,0.01
Belgium,Nitrite,2000,0.006
Luxembourg,Ammonium,2007,0.025
Hungary,Ammonium,2001,1.071
Hungary,Ammonium,2003,1.0161
Netherlands,Ammonium,2001,0.75
Estonia,Dissolved oxygen,2013,5.1676923077
Latvia,Dissolved oxygen,2005,0.12
Hungary,Nitrite,2000,0.0145
Luxembourg,Nitrite,2004,0.025
Spain,Nitrite,2011,0.0507
Finland,Dissolved oxygen,2010,12.2
Bulgaria,Nitrate,2002,30.044
Bulgaria,Nitrate,2001,15.8
Slovakia,Nitrate,2000,18.579
Italy,Nitrate,2012,17.0
Netherlands,Nitrate,2004,31.51
Netherlands,Nitrate,2010,7.2
Poland,Nitrate,2000,7.12
Poland,Nitrate,2001,15.49
Bulgaria,Nitrate,2004,10.204
Hungary,Nitrate,2001,0.3862
Romania,Nitrate,2007,1.09
Romania,Nitrate,2008,1.151
Luxembourg,Nitrate,2008,45.0
