Species,HabitatType,status,StartLatitude,StartLongitude,DepthLower,Weight_kg,Number
Lophelia pertusa,Cold-water coral reef,Present,60.3677,-48.4535,932.0,0.0,1.0
Paragorgia arborea,Cold-water coral reef,Present,60.3677,-48.4535,932.0,0.0,1.0
Primnoa resedaeformis,Cold-water coral reef,Present,60.3677,-48.4535,932.0,0.0,1.0
Placogorgia terceira,Unknown,Present,47.2,-5.53333,300.0,0.0,0.0
Acanthogorgia truncata,Unknown,Present,39.4361,-31.4333,914.0,0.0,0.0
Acanthogorgia truncata,Unknown,Present,37.675,-25.9667,914.0,0.0,0.0
Acanthogorgia truncata,Unknown,Present,38.5097,-28.5167,914.0,0.0,0.0
Thouarella variabilis,Unknown,Present,38.5917,-28.8333,435.0,0.0,0.0
Eunicella verrucosa,Unknown,Present,43.7,-7.9,435.0,0.0,0.0
Narella versluysi,Unknown,Present,47.695,-8.51,802.0,0.0,0.0
Narella versluysi,Unknown,Present,47.7,-8.51667,802.0,0.0,0.0
Narella versluysi,Unknown,Present,47.695,-8.51,802.0,0.0,0.0
Narella versluysi,Unknown,Present,37.9,-26.0,802.0,0.0,0.0
Narella versluysi,Unknown,Present,37.675,-25.9667,802.0,0.0,0.0
Narella versluysi,Unknown,Present,40.0833,-9.9,802.0,0.0,0.0
Callogorgia verticillata,Unknown,Present,36.5817,-11.6367,336.0,0.0,0.0
Callogorgia verticillata,Unknown,Present,37.5667,-29.1833,336.0,0.0,0.0
Callogorgia verticillata,Unknown,Present,36.6667,-14.9,336.0,0.0,0.0
Callogorgia verticillata,Unknown,Present,36.6833,-14.1833,336.0,0.0,0.0
Callogorgia verticillata,Unknown,Present,58.742,-18.2245,336.0,0.0,0.0
Callogorgia verticillata,Unknown,Present,37.6497,-14.25,336.0,0.0,0.0
Callogorgia verticillata,Unknown,Present,37.5319,-14.23,336.0,0.0,0.0
Callogorgia verticillata,Unknown,Present,37.0336,-14.22,336.0,0.0,0.0
Callogorgia verticillata,Unknown,Present,37.3531,-14.22,336.0,0.0,0.0
Callogorgia verticillata,Unknown,Present,37.2881,-14.21,336.0,0.0,0.0
Callogorgia verticillata,Unknown,Present,36.3217,-14.0,336.0,0.0,0.0
Callogorgia verticillata,Unknown,Present,36.3236,-14.0,336.0,0.0,0.0
Callogorgia verticillata,Unknown,Present,36.3242,-14.0,336.0,0.0,0.0
Callogorgia verticillata,Unknown,Present,36.3442,-14.0,336.0,0.0,0.0
Callogorgia verticillata,Unknown,Present,36.5517,-14.0,336.0,0.0,0.0
Callogorgia verticillata,Unknown,Present,36.645,-14.0,336.0,0.0,0.0
Callogorgia verticillata,Unknown,Present,36.6658,-14.0,336.0,0.0,0.0
Callogorgia verticillata,Unknown,Present,36.7031,-14.0,336.0,0.0,0.0
Callogorgia verticillata,Unknown,Present,36.7583,-14.0,336.0,0.0,0.0
Callogorgia verticillata,Unknown,Present,36.78,-14.0,336.0,0.0,0.0
Callogorgia verticillata,Unknown,Present,36.7958,-14.0,336.0,0.0,0.0
Callogorgia verticillata,Unknown,Present,36.8008,-14.0,336.0,0.0,0.0
Callogorgia verticillata,Unknown,Present,36.8133,-14.0,336.0,0.0,0.0
Callogorgia verticillata,Unknown,Present,36.8911,-14.0,336.0,0.0,0.0
Callogorgia verticillata,Unknown,Present,59.3202,-13.9526,336.0,0.0,0.0
Callogorgia verticillata,Unknown,Present,59.3202,-13.9525,336.0,0.0,0.0
Callogorgia verticillata,Unknown,Present,59.32,-13.9524,336.0,0.0,0.0
Callogorgia verticillata,Unknown,Present,59.3192,-13.9524,336.0,0.0,0.0
Callogorgia verticillata,Unknown,Present,46.6667,-5.91667,336.0,0.0,0.0
Callogorgia verticillata,Unknown,Present,58.7069,-18.355,336.0,0.0,0.0
Callogorgia verticillata,Unknown,Present,58.7069,-18.3549,336.0,0.0,0.0
Callogorgia verticillata,Unknown,Present,59.1574,-17.1033,336.0,0.0,0.0
Callogorgia verticillata,Unknown,Present,59.319,-13.9524,336.0,0.0,0.0
Anthothela,Unknown,Present,58.7068,-18.489,435.0,0.0,0.0
Anthothela,Unknown,Present,58.7067,-18.4889,435.0,0.0,0.0
Calyptrophora,Unknown,Present,45.9833,-4.15,435.0,0.0,0.0
Alcyonacea,Unknown,Present,58.7261,-18.6567,1048.5,0.0015,0.0
Alcyonacea,Unknown,Present,58.7258,-18.6562,1048.5,0.0015,0.0
Alcyonacea,Unknown,Present,58.7252,-18.6552,1048.5,0.0015,0.0
Alcyonacea,Unknown,Present,58.725,-18.6552,1048.5,0.0015,0.0
Alcyonacea,Unknown,Present,58.7249,-18.6549,1048.5,0.0015,0.0
Chrysogorgia agassizi,Unknown,Present,47.5617,-9.0583,1813.0,0.0,0.0
Chrysogorgia agassizi,Unknown,Present,47.5417,-9.1933,1813.0,0.0,0.0
Chrysogorgia agassizi,Unknown,Present,47.5683,-8.675,1813.0,0.0,0.0
Chrysogorgia agassizi,Unknown,Present,47.5517,-9.0317,1813.0,0.0,0.0
Chrysogorgia agassizi,Unknown,Present,47.5417,-9.07,1813.0,0.0,0.0
Chrysogorgia agassizi,Unknown,Present,47.515,-8.9917,1813.0,0.0,0.0
Chrysogorgia agassizi,Unknown,Present,37.2333,-33.2667,1813.0,0.0,0.0
Chrysogorgia agassizi,Unknown,Present,37.0528,-33.0,1813.0,0.0,0.0
Chrysogorgia agassizi,Unknown,Present,53.9494,-13.0,1813.0,0.0,0.0
Paragorgia arborea,Unknown,Present,61.0833,-42.1833,932.0,0.0,0.0
Paragorgia arborea,Unknown,Present,58.5167,-31.5667,932.0,0.0,0.0
Paragorgia arborea,Unknown,Present,59.8333,-29.75,932.0,0.0,0.0
Paragorgia arborea,Unknown,Present,70.4,-22.8,932.0,0.0,0.0
Paragorgia arborea,Unknown,Present,60.8833,-10.3167,932.0,0.0,0.0
Paragorgia arborea,Unknown,Present,60.75,-9.5,932.0,0.0,0.0
Paragorgia arborea,Unknown,Present,61.3167,-8.86667,932.0,0.0,0.0
Paragorgia arborea,Unknown,Present,61.0667,-5.98333,932.0,0.0,0.0
Paragorgia arborea,Unknown,Present,61.0333,-5.86667,932.0,0.0,0.0
Paragorgia arborea,Unknown,Present,61.7167,-5.71667,932.0,0.0,0.0
Acanella arbuscula,Unknown,Present,47.45,-8.38333,1250.0,0.0,0.0
Acanella arbuscula,Unknown,Present,47.4667,-8.35,1250.0,0.0,0.0
Acanella arbuscula,Unknown,Present,47.4333,-8.31667,1250.0,0.0,0.0
Acanella arbuscula,Unknown,Present,47.4833,-8.26667,1250.0,0.0,0.0
Acanella arbuscula,Unknown,Present,47.55,-8.21667,1250.0,0.0,0.0
Acanella arbuscula,Unknown,Present,47.85,-8.15,1250.0,0.0,0.0
Acanella arbuscula,Unknown,Present,47.7333,-8.13333,1250.0,0.0,0.0
Acanella arbuscula,Unknown,Present,47.7,-8.05,1250.0,0.0,0.0
Hicksonella,Unknown,Present,48.3167,-11.95,435.0,0.0,0.0
Acanella arbuscula,Unknown,Present,44.1167,-7.93333,1250.0,0.0,0.0
Acanella arbuscula,Unknown,Present,44.0333,-7.11667,1250.0,0.0,0.0
Acanella arbuscula,Unknown,Present,43.9833,-5.56667,1250.0,0.0,0.0
Acanella arbuscula,Unknown,Present,43.6833,-3.83333,1250.0,0.0,0.0
Acanella arbuscula,Unknown,Present,43.7667,-2.11667,1250.0,0.0,0.0
Acanella arbuscula,Unknown,Present,47.4933,-9.075,1250.0,0.0,0.0
Acanella arbuscula,Unknown,Present,47.5733,-8.6783,1250.0,0.0,0.0
Acanella arbuscula,Unknown,Present,48.465,-9.7333,1250.0,0.0,0.0
Acanella arbuscula,Unknown,Present,48.33,-9.63,1250.0,0.0,0.0
Acanella arbuscula,Unknown,Present,47.845,-8.155,1250.0,0.0,0.0
Acanella arbuscula,Unknown,Present,47.45,-8.3817,1250.0,0.0,0.0
Anthomastus,Unknown,Present,58.7068,-18.4883,1750.0,0.0,0.0
Anthomastus,Unknown,Present,58.7068,-18.4883,1750.0,0.0,0.0
Anthomastus,Unknown,Present,58.7075,-18.3558,1750.0,0.0,0.0
Anthomastus,Unknown,Present,58.7067,-18.3546,1750.0,0.0,0.0
Anthomastus,Unknown,Present,58.8189,-17.9517,1750.0,0.0,0.0
Anthomastus,Unknown,Present,58.8003,-17.8334,1750.0,0.0,0.0
Anthomastus,Unknown,Present,58.8006,-17.8334,1750.0,0.0,0.0
Anthomastus,Unknown,Present,58.8005,-17.8334,1750.0,0.0,0.0
Anthomastus,Unknown,Present,58.8005,-17.8267,1750.0,0.0,0.0
Anthomastus,Unknown,Present,58.793,-17.8267,1750.0,0.0,0.0
Anthomastus,Unknown,Present,58.8005,-17.8266,1750.0,0.0,0.0
Anthomastus,Unknown,Present,58.8,-17.8266,1750.0,0.0,0.0
Anthomastus,Unknown,Present,58.7929,-17.8266,1750.0,0.0,0.0
Anthomastus,Unknown,Present,58.7928,-17.8266,1750.0,0.0,0.0
Anthomastus,Unknown,Present,58.7924,-17.8266,1750.0,0.0,0.0
Anthomastus,Unknown,Present,58.7924,-17.8266,1750.0,0.0,0.0
Anthomastus,Unknown,Present,58.7923,-17.8265,1750.0,0.0,0.0
Anthomastus,Unknown,Present,58.7926,-17.8265,1750.0,0.0,0.0
Anthomastus,Unknown,Present,58.7921,-17.8264,1750.0,0.0,0.0
Anthomastus,Unknown,Present,58.7923,-17.8264,1750.0,0.0,0.0
Anthomastus,Unknown,Present,58.8708,-17.8251,1750.0,0.0,0.0
Anthomastus,Unknown,Present,58.707,-18.355,1750.0,0.0,0.0
Anthomastus,Unknown,Present,58.7071,-18.3549,1750.0,0.0,0.0
Anthomastus,Unknown,Present,58.7067,-18.3547,1750.0,0.0,0.0
Capnella,Unknown,Present,58.726,-18.6565,435.0,0.0,0.0
Capnella,Unknown,Present,58.7259,-18.6563,435.0,0.0,0.0
Capnella,Unknown,Present,58.7261,-18.6563,435.0,0.0,0.0
Capnella,Unknown,Present,59.3178,-13.9528,435.0,0.0,0.0
Capnella,Unknown,Present,59.3177,-13.9525,435.0,0.0,0.0
Capnella,Unknown,Present,59.3176,-13.9525,435.0,0.0,0.0
Capnella,Unknown,Present,59.3182,-13.9525,435.0,0.0,0.0
Capnella,Unknown,Present,59.3174,-13.9524,435.0,0.0,0.0
Capnella,Unknown,Present,59.3178,-13.9524,435.0,0.0,0.0
Capnella,Unknown,Present,59.3182,-13.9524,435.0,0.0,0.0
Capnella,Unknown,Present,59.3187,-13.9524,435.0,0.0,0.0
Capnella,Unknown,Present,59.3173,-13.9523,435.0,0.0,0.0
Capnella,Unknown,Present,59.318,-13.9523,435.0,0.0,0.0
Capnella,Unknown,Present,59.318,-13.9522,435.0,0.0,0.0
Capnella,Unknown,Present,59.2859,-13.9426,435.0,0.0,0.0
Capnella,Unknown,Present,59.286,-13.9424,435.0,0.0,0.0
Capnella,Unknown,Present,59.2854,-13.9415,435.0,0.0,0.0
Capnella,Unknown,Present,59.2854,-13.9411,435.0,0.0,0.0
Telesto rigida,Unknown,Present,38.3,-34.8,435.0,0.0,0.0
Sarcodictyon roseum,Unknown,Present,50.0835,-2.99733,435.0,0.0,0.0
Candidella imbricata,Unknown,Present,47.6967,-8.31167,1021.0,0.0,0.0
Candidella imbricata,Unknown,Present,47.2833,-4.58333,1021.0,0.0,0.0
Candidella imbricata,Unknown,Present,45.9833,-4.13333,1021.0,0.0,0.0
Candidella imbricata,Unknown,Present,38.5917,-28.8333,1021.0,0.0,0.0
Candidella imbricata,Unknown,Present,38.5167,-27.0667,1021.0,0.0,0.0
Candidella imbricata,Unknown,Present,38.4333,-27.05,1021.0,0.0,0.0
Candidella imbricata,Unknown,Present,38.0167,-25.35,1021.0,0.0,0.0
Placogorgia intermedia,Unknown,Present,47.7333,-8.13333,435.0,0.0,0.0
Calyptrophora,Unknown,Present,48.3167,-11.95,435.0,0.0,0.0
Calyptrophora,Unknown,Present,45.8167,-4.15,435.0,0.0,0.0
Paragorgia johnsoni,Unknown,Present,47.7667,-12.3333,435.0,0.0,0.0
Calyptrophora josephinae,Unknown,Present,38.4,-28.7667,231.0,0.0,0.0
Calyptrophora josephinae,Unknown,Present,45.8167,-4.15,231.0,0.0,0.0
Paracalyptrophora josephinae,Unknown,Present,37.95,-29.2458,435.0,0.0,0.0
Paracalyptrophora josephinae,Unknown,Present,36.5833,-14.0,435.0,0.0,0.0
Paracalyptrophora josephinae,Unknown,Present,36.6783,-14.0,435.0,0.0,0.0
Paracalyptrophora josephinae,Unknown,Present,36.6867,-14.0,435.0,0.0,0.0
Paracalyptrophora josephinae,Unknown,Present,36.69,-14.0,435.0,0.0,0.0
Paracalyptrophora josephinae,Unknown,Present,36.705,-14.0,435.0,0.0,0.0
Paracalyptrophora josephinae,Unknown,Present,36.72,-14.0,435.0,0.0,0.0
Paracalyptrophora josephinae,Unknown,Present,36.7617,-14.0,435.0,0.0,0.0
Paracalyptrophora josephinae,Unknown,Present,36.7667,-14.0,435.0,0.0,0.0
Muriceides kenthali,Unknown,Present,65.7167,-26.9667,435.0,0.0,0.0
Muriceides kenthali,Unknown,Present,65.25,-22.3833,435.0,0.0,0.0
Muriceides kenthali,Unknown,Present,59.4667,-18.0167,435.0,0.0,0.0
Muriceides kenthali,Unknown,Present,63.55,-15.0333,435.0,0.0,0.0
Narella laxa,Unknown,Present,47.6833,-8.51667,435.0,0.0,0.0
Muriceides lepida,Unknown,Present,36.66,-14.25,300.0,0.0,0.0
Muriceides lepida,Unknown,Present,36.5833,-14.0,300.0,0.0,0.0
Placogorgia massiliensis,Unknown,Present,43.5,-9.3,435.0,0.0,0.0
Metallogorgia melanotrichos,Unknown,Present,38.0167,-25.35,286.0,0.0,0.0
Metallogorgia melanotrichos,Unknown,Present,36.72,-14.23,286.0,0.0,0.0
Metallogorgia melanotrichos,Unknown,Present,36.7283,-14.0,286.0,0.0,0.0
Metallogorgia melanotrichos,Unknown,Present,44.1667,-7.76667,286.0,0.0,0.0
Eunicella modesta,Unknown,Present,37.2667,-33.3333,435.0,0.0,0.0
Eunicella modesta,Unknown,Present,37.265,-33.0,435.0,0.0,0.0
Bebryce mollis,Unknown,Present,36.1692,-14.0,241.0,0.0,0.0
Bebryce mollis,Unknown,Present,36.3217,-14.0,241.0,0.0,0.0
Bebryce mollis,Unknown,Present,36.3503,-14.0,241.0,0.0,0.0
Bebryce mollis,Unknown,Present,36.6981,-14.0,241.0,0.0,0.0
Bebryce mollis,Unknown,Present,36.8225,-14.0,241.0,0.0,0.0
Bebryce mollis,Unknown,Present,36.9897,-14.0,241.0,0.0,0.0
Bebryce mollis,Unknown,Present,36.9742,-14.22,241.0,0.0,0.0
Bebryce mollis,Unknown,Present,36.0486,-14.0,241.0,0.0,0.0
Funiculina quadrangularis,Unknown,Present,55.3335,-5.08517,219.0,0.0,0.0
Funiculina quadrangularis,Unknown,Present,36.84,-9.2483,219.0,0.0,0.0
Funiculina quadrangularis,Unknown,Present,47.5683,-8.675,219.0,0.0,0.0
Funiculina quadrangularis,Unknown,Present,36.805,-9.3517,219.0,0.0,0.0
Funiculina quadrangularis,Unknown,Present,36.7933,-9.4667,219.0,0.0,0.0
Funiculina quadrangularis,Unknown,Present,36.755,-9.5333,219.0,0.0,0.0
Funiculina quadrangularis,Unknown,Present,57.9995,-5.661,219.0,0.0,0.0
Funiculina quadrangularis,Unknown,Present,55.3335,-5.08517,219.0,0.0,0.0
Funiculina quadrangularis,Unknown,Present,37.8667,-10.0,219.0,0.0,0.0
Funiculina quadrangularis,Unknown,Present,36.75,-9.53333,219.0,0.0,0.0
Funiculina quadrangularis,Unknown,Present,36.8,-9.46667,219.0,0.0,0.0
Funiculina quadrangularis,Unknown,Present,36.8333,-9.25,219.0,0.0,0.0
Funiculina quadrangularis,Unknown,Present,36.7833,-9.0,219.0,0.0,0.0
Funiculina quadrangularis,Unknown,Present,36.7833,-8.18333,219.0,0.0,0.0
Funiculina quadrangularis,Unknown,Present,47.95,-7.85,219.0,0.0,0.0
Funiculina quadrangularis,Unknown,Present,43.7222,-7.68333,219.0,0.0,0.0
Funiculina quadrangularis,Unknown,Present,36.7167,-7.51667,219.0,0.0,0.0
Funiculina quadrangularis,Unknown,Present,47.2167,-5.93333,219.0,0.0,0.0
Funiculina quadrangularis,Unknown,Present,43.5167,-2.08333,219.0,0.0,0.0
Funiculina quadrangularis,Unknown,Present,43.5167,-2.08333,219.0,0.0,0.0
Kophobelemnon stelliferum,Unknown,Present,44.1633,-4.2733,1000.0,0.0,0.0
Kophobelemnon stelliferum,Unknown,Present,69.8683,17.1417,1000.0,0.0,0.0
Swiftia miniata,Unknown,Present,40.0833,-9.9,435.0,0.0,0.0
Swiftia miniata,Unknown,Present,37.8667,-10.0,435.0,0.0,0.0
Swiftia miniata,Unknown,Present,37.675,-25.9667,435.0,0.0,0.0
Swiftia miniata,Unknown,Present,38.45,-28.3,435.0,0.0,0.0
Calyptrophora japonica,Unknown,Present,37.4789,-14.25,435.0,0.0,0.0
Kophobelemnon stelliferum,Unknown,Present,36.755,-9.5333,1000.0,0.0,0.0
Kophobelemnon stelliferum,Unknown,Present,36.3333,-7.8783,1000.0,0.0,0.0
Kophobelemnon stelliferum,Unknown,Present,36.2433,-8.015,1000.0,0.0,0.0
Kophobelemnon stelliferum,Unknown,Present,36.2417,-7.94,1000.0,0.0,0.0
Kophobelemnon stelliferum,Unknown,Present,36.7933,-9.4667,1000.0,0.0,0.0
Kophobelemnon stelliferum,Unknown,Present,36.735,-9.46,1000.0,0.0,0.0
Kophobelemnon stelliferum,Unknown,Present,36.33,-7.6767,1000.0,0.0,0.0
Kophobelemnon stelliferum,Unknown,Present,36.84,-9.2483,1000.0,0.0,0.0
Kophobelemnon stelliferum,Unknown,Present,36.75,-9.53333,1000.0,0.0,0.0
Kophobelemnon stelliferum,Unknown,Present,36.7333,-9.46667,1000.0,0.0,0.0
Kophobelemnon stelliferum,Unknown,Present,36.8,-9.46667,1000.0,0.0,0.0
Kophobelemnon stelliferum,Unknown,Present,36.8333,-9.25,1000.0,0.0,0.0
Kophobelemnon stelliferum,Unknown,Present,36.7833,-8.18333,1000.0,0.0,0.0
Kophobelemnon stelliferum,Unknown,Present,36.7,-8.04583,1000.0,0.0,0.0
Kophobelemnon stelliferum,Unknown,Present,36.8667,-7.83333,1000.0,0.0,0.0
Kophobelemnon stelliferum,Unknown,Present,36.2833,-7.5,1000.0,0.0,0.0
Kophobelemnon stelliferum,Unknown,Present,36.6,-6.91667,1000.0,0.0,0.0
Kophobelemnon stelliferum,Unknown,Present,65.9917,9.75,1000.0,0.0,0.0
Protoptilum thomsoni,Unknown,Present,36.3333,-7.8783,435.0,0.0,0.0
Protoptilum thomsoni,Unknown,Present,36.84,-9.2483,435.0,0.0,0.0
Protoptilum thomsoni,Unknown,Present,36.33,-7.6767,435.0,0.0,0.0
Protoptilum thomsoni,Unknown,Present,36.2433,-8.015,435.0,0.0,0.0
Protoptilum thomsoni,Unknown,Present,36.8817,-9.2617,435.0,0.0,0.0
Protoptilum thomsoni,Unknown,Present,36.77,-9.4467,435.0,0.0,0.0
Protoptilum thomsoni,Unknown,Present,36.7333,-9.45,435.0,0.0,0.0
Protoptilum thomsoni,Unknown,Present,36.9167,-9.26667,435.0,0.0,0.0
Protoptilum thomsoni,Unknown,Present,36.8333,-9.25,435.0,0.0,0.0
Protoptilum thomsoni,Unknown,Present,36.6667,-8.03333,435.0,0.0,0.0
Protoptilum thomsoni,Unknown,Present,36.8333,-7.83333,435.0,0.0,0.0
Protoptilum thomsoni,Unknown,Present,36.2833,-7.71667,435.0,0.0,0.0
Umbellula thomsoni,Unknown,Present,47.45,-9.0167,1500.0,0.0483,0.0
Clavularia arctica,Unknown,Present,37.675,-25.9667,435.0,0.0,0.0
Clavularia armata,Unknown,Present,38.3667,-29.0,435.0,0.0,0.0
Bellonella bocagei,Unknown,Present,38.6333,-28.475,435.0,0.0,0.0
Incrustatus comauensis,Unknown,Present,58.8686,-13.3433,435.0,0.0,0.0
Incrustatus comauensis,Unknown,Present,58.8689,-13.3505,435.0,0.0,0.0
Incrustatus comauensis,Unknown,Present,53.5,-13.0,435.0,0.0,0.0
Schizophytum echinatum,Unknown,Present,38.5,-28.6,435.0,0.0,0.0
Clavularia elongata,Unknown,Present,37.4333,-25.2167,435.0,0.0,0.0
Anthomastus,Unknown,Present,58.8002,-13.4029,1750.0,0.0,0.0
Alcyonium haddoni,Unknown,Present,38.5167,-27.0667,435.0,0.0,0.0
Clavularia marioni,Unknown,Present,38.5167,-27.0667,435.0,0.0,0.0
Alcyonium,Unknown,Present,81.45,31.4833,435.0,0.0,0.0
Alcyonium,Unknown,Present,79.1833,31.7,435.0,0.0,0.0
Nicella,Unknown,Present,38.5097,-28.6,435.0,0.0,0.0
Nicella,Unknown,Present,38.45,-28.3,435.0,0.0,0.0
Nicella,Unknown,Present,37.6167,-25.3333,435.0,0.0,0.0
Nicella,Unknown,Present,36.6833,-14.9333,435.0,0.0,0.0
Nicella,Unknown,Present,37.8667,-9.66667,435.0,0.0,0.0
Paramuricea,Unknown,Present,55.4428,-16.0975,825.5,0.0,0.0
Paramuricea,Unknown,Present,55.4429,-16.0974,825.5,0.0,0.0
Paramuricea,Unknown,Present,55.4447,-16.076,825.5,0.0,0.0
Paramuricea,Unknown,Present,55.4443,-16.0756,825.5,0.0,0.0
Paramuricea,Unknown,Present,55.444,-16.0755,825.5,0.0,0.0
Paramuricea,Unknown,Present,55.4451,-16.0752,825.5,0.0,0.0
Paramuricea,Unknown,Present,55.4452,-16.0745,825.5,0.0,0.0
Paramuricea,Unknown,Present,55.5012,-15.7888,825.5,0.0,0.0
Paramuricea,Unknown,Present,55.501,-15.7886,825.5,0.0,0.0
Primnoa,Unknown,Present,55.4443,-16.0756,435.0,0.0,0.0
Primnoa,Unknown,Present,58.725,-18.6552,435.0,0.0,0.0
Thouarella,Unknown,Present,48.6167,-9.87,435.0,0.0,0.0
Thouarella,Unknown,Present,48.6167,-9.87,435.0,0.0,0.0
Thouarella,Unknown,Present,37.596,-25.288,435.0,0.0,0.0
Thouarella,Unknown,Present,53.3333,-13.0,435.0,0.0,0.0
Acanella normani,Unknown,Present,38.3833,-28.85,435.0,0.0,0.0
Acanella normani,Unknown,Present,37.6333,-26.0167,435.0,0.0,0.0
Acanella normani,Unknown,Present,38.0167,-25.35,435.0,0.0,0.0
Acanella normani,Unknown,Present,37.7111,-25.0833,435.0,0.0,0.0
Acanella normani,Unknown,Present,37.0,-25.0,435.0,0.0,0.0
Acanella normani,Unknown,Present,36.7,-8.66667,435.0,0.0,0.0
Titanideum obscurum,Unknown,Present,38.5917,-28.8333,435.0,0.0,0.0
Swiftia pallida,Unknown,Present,44.1633,-4.2733,146.0,0.0067,0.0
Swiftia pallida,Unknown,Present,37.2667,-33.3333,146.0,0.0067,0.0
Swiftia pallida,Unknown,Present,37.265,-33.0,146.0,0.0067,0.0
Swiftia pallida,Unknown,Present,37.2333,-28.7333,146.0,0.0067,0.0
Swiftia pallida,Unknown,Present,37.23,-28.0,146.0,0.0067,0.0
Swiftia pallida,Unknown,Present,36.6367,-14.0,146.0,0.0067,0.0
Swiftia pallida,Unknown,Present,51.6167,-11.9333,146.0,0.0067,0.0
Swiftia pallida,Unknown,Present,51.3833,-11.6333,146.0,0.0067,0.0
Swiftia pallida,Unknown,Present,47.25,-3.25,146.0,0.0067,0.0
Muriceides paucituberculata,Unknown,Present,44.0333,-7.11667,435.0,0.0,0.0
Euplexaura pinnata,Unknown,Present,50.0835,-2.99733,435.0,0.0,0.0
Chrysogorgia quadruplex,Unknown,Present,47.6067,-9.07,435.0,0.0,0.0
Chrysogorgia quadruplex,Unknown,Present,47.7083,-8.0533,435.0,0.0,0.0
Chrysogorgia quadruplex,Unknown,Present,36.0664,-32.0,435.0,0.0,0.0
Chrysogorgia quadruplex,Unknown,Present,53.0528,-13.0,435.0,0.0,0.0
Chrysogorgia quadruplex,Unknown,Present,48.3333,-9.63333,435.0,0.0,0.0
Chrysogorgia quadruplex,Unknown,Present,47.7,-8.31667,435.0,0.0,0.0
Chrysogorgia quadruplex,Unknown,Present,47.7167,-8.06667,435.0,0.0,0.0
Chrysogorgia quadruplex,Unknown,Present,47.7,-8.05,435.0,0.0,0.0
Chrysogorgia quadruplex,Unknown,Present,45.8167,-4.13333,435.0,0.0,0.0
Narella regularis,Unknown,Present,44.1833,-8.66667,435.0,0.0,0.0
Narella regularis,Unknown,Present,47.6667,-8.3,435.0,0.0,0.0
Primnoa resedaeformis,Unknown,Present,60.2667,-10.3,527.0,0.0,0.0
Muriceides sceptrum,Unknown,Present,37.2667,-33.3333,435.0,0.0,0.0
Muriceides sceptrum,Unknown,Present,37.265,-33.0,435.0,0.0,0.0
Muriceides sceptrum,Unknown,Present,38.1667,-28.9,435.0,0.0,0.0
Muriceides sceptrum,Unknown,Present,38.165,-28.0,435.0,0.0,0.0
Muriceides sceptrum,Unknown,Present,36.5833,-14.0,435.0,0.0,0.0
Muriceides sceptrum,Unknown,Present,51.1667,-11.7833,435.0,0.0,0.0
Muriceides sceptrum,Unknown,Present,54.3,-11.5667,435.0,0.0,0.0
Muriceides sceptrum,Unknown,Present,54.2833,-11.55,435.0,0.0,0.0
Muriceides sceptrum,Unknown,Present,50.7,-11.3,435.0,0.0,0.0
Muriceides sceptrum,Unknown,Present,44.0333,-7.11667,435.0,0.0,0.0
Iciligorgia schrammi,Unknown,Present,48.3,-11.95,435.0,0.0,0.0
Iciligorgia schrammi,Unknown,Present,48.3167,-11.95,435.0,0.0,0.0
Iciligorgia schrammi,Unknown,Present,48.35,-11.8333,435.0,0.0,0.0
Iciligorgia schrammi,Unknown,Present,48.4167,-11.25,435.0,0.0,0.0
Iciligorgia schrammi,Unknown,Present,48.1667,-9.16667,435.0,0.0,0.0
Iciligorgia schrammi,Unknown,Present,47.7333,-8.58333,435.0,0.0,0.0
Iciligorgia schrammi,Unknown,Present,47.6833,-8.51667,435.0,0.0,0.0
Iciligorgia schrammi,Unknown,Present,36.85,-32.9667,435.0,0.0,0.0
Iciligorgia schrammi,Unknown,Present,36.8483,-32.0,435.0,0.0,0.0
Iciligorgia schrammi,Unknown,Present,47.7667,-12.3333,435.0,0.0,0.0
Iciligorgia schrammi,Unknown,Present,44.0333,-7.11667,435.0,0.0,0.0
Iciligorgia schrammi,Unknown,Present,45.9833,-4.13333,435.0,0.0,0.0
Chrysogorgia squamata,Unknown,Present,36.85,-32.9667,435.0,0.0,0.0
Placogorgia terceira,Unknown,Present,36.85,-32.9667,300.0,0.0,0.0
Placogorgia terceira,Unknown,Present,36.8483,-32.0,300.0,0.0,0.0
Placogorgia terceira,Unknown,Present,36.66,-14.25,300.0,0.0,0.0
Placogorgia terceira,Unknown,Present,36.605,-14.0,300.0,0.0,0.0
Placogorgia terceira,Unknown,Present,48.3167,-11.95,300.0,0.0,0.0
Pennatulacea,Unknown,Present,61.17,1.07,1048.5,0.0,0.0
Pennatulacea,Unknown,Present,56.21,1.48,1048.5,0.0,0.0
Pennatulacea,Unknown,Present,61.05,2.19,1048.5,0.0,0.0
Pennatulacea,Unknown,Present,55.52,2.29,1048.5,0.0,0.0
Pennatulacea,Unknown,Present,55.35,2.51,1048.5,0.0,0.0
Pennatulacea,Unknown,Present,58.205,5.37,1048.5,0.0,0.0
Pennatulacea,Unknown,Present,57.52,7.2,1048.5,0.0,0.0
Pennatulacea,Unknown,Present,57.32,7.35,1048.5,0.0,0.0
Pennatulacea,Unknown,Present,57.14,7.47,1048.5,0.0,0.0
Pennatulacea,Unknown,Present,57.25,7.57,1048.5,0.0,0.0
Pennatula,Unknown,Present,57.4759,-11.4505,275.0,0.0,0.0
Virgularia,Unknown,Present,36.9167,-9.26667,435.0,0.0,0.0
