Species,HabitatType,status,StartLatitude,StartLongitude,DepthLower,Weight_kg,Number
Scleractinia,Unknown,Present,58.717,-18.782,963.25,0.01,0.0
Scleractinia,Unknown,Present,59.2548,-17.5582,1065.25,0.1,0.0
Scleractinia,Unknown,Present,59.275,-17.3647,911.25,0.01,0.0
Scleractinia,Unknown,Present,59.239,-17.4478,889.25,0.2,0.0
Scleractinia,Unknown,Present,59.4,-16.0852,1190.0,0.01,0.0
Scleractinia,Unknown,Present,59.4,-16.1543,1107.5,0.01,0.0
Scleractinia,Unknown,Present,59.1315,-15.6545,1093.5,0.3,0.0
Scleractinia,Unknown,Present,57.71,-17.994,997.75,0.2,0.0
Scleractinia,Unknown,Present,57.7393,-17.9322,989.75,0.1,0.0
Alcyonacea,Unknown,Present,56.1037,-22.3675,1127.25,0.01,0.0
Alcyonacea,Unknown,Present,56.0782,-22.3388,1097.5,0.5,0.0
Alcyonacea,Unknown,Present,57.0045,-19.3047,1121.5,0.01,0.0
Alcyonacea,Unknown,Present,57.4282,-19.2593,938.25,0.01,0.0
Alcyonacea,Unknown,Present,58.763,-18.7367,946.25,0.1,0.0
Alcyonacea,Unknown,Present,58.717,-18.782,963.25,0.1,0.0
Alcyonacea,Unknown,Present,59.2548,-17.5582,1065.25,0.01,0.0
Alcyonacea,Unknown,Present,59.275,-17.3647,911.25,0.2,0.0
Alcyonacea,Unknown,Present,59.239,-17.4478,889.25,0.1,0.0
Alcyonacea,Unknown,Present,59.4238,-16.8085,865.25,0.01,0.0
Alcyonacea,Unknown,Present,59.1315,-15.6545,1093.5,0.3,0.0
Hydrozoa,Unknown,Present,58.763,-18.7367,946.25,0.01,0.0
Hydrozoa,Unknown,Present,59.2548,-17.5582,1065.25,0.8,0.0
Hydrozoa,Unknown,Present,59.239,-17.4478,889.25,0.01,0.0
Pennatulacea,Unknown,Present,59.429,-16.7672,854.0,0.1,0.0
Pennatulacea,Unknown,Present,59.4667,-16.474,1097.5,0.1,0.0
Pennatulacea,Unknown,Present,59.4,-16.0852,1190.0,0.01,0.0
Pennatulacea,Unknown,Present,59.1315,-15.6545,1093.5,0.9,0.0
Pennatulacea,Unknown,Present,59.1225,-15.7462,1100.0,0.2,0.0
Pennatulacea,Unknown,Present,58.816,-16.7913,1163.25,0.01,0.0
Pennatulacea,Unknown,Present,58.7943,-16.8417,1156.5,0.01,0.0
Pennatulacea,Unknown,Present,58.587,-17.7428,847.25,0.3,0.0
Pennatulacea,Unknown,Present,57.71,-17.994,997.75,0.1,0.0
Pennatulacea,Unknown,Present,57.7393,-17.9322,989.75,0.1,0.0
Alcyonacea,Unknown,Present,58.763,-18.7367,946.25,0.1,0.0
Alcyonacea,Unknown,Present,58.717,-18.782,963.25,0.01,0.0
Alcyonacea,Unknown,Present,59.2548,-17.5582,1065.25,0.01,0.0
Alcyonacea,Unknown,Present,59.239,-17.4478,889.25,0.01,0.0
Alcyonacea,Unknown,Present,58.816,-16.7913,1163.25,0.01,0.0
Porifera,Unknown,Present,56.1037,-22.3675,1127.25,0.1,0.0
Porifera,Unknown,Present,56.0782,-22.3388,1097.5,0.0,0.0
Porifera,Unknown,Present,57.4282,-19.2593,938.25,0.1,0.0
Porifera,Unknown,Present,57.7337,-18.8715,745.5,0.0,0.0
Porifera,Unknown,Present,58.5543,-19.0265,1084.25,0.01,0.0
Porifera,Unknown,Present,58.5693,-18.9138,1002.0,0.1,0.0
Porifera,Unknown,Present,58.763,-18.7367,946.25,0.2,0.0
Porifera,Unknown,Present,58.717,-18.782,963.25,0.01,0.0
Porifera,Unknown,Present,59.2548,-17.5582,1065.25,0.01,0.0
Porifera,Unknown,Present,59.275,-17.3647,911.25,0.01,0.0
Porifera,Unknown,Present,59.239,-17.4478,889.25,0.2,0.0
Porifera,Unknown,Present,59.4,-16.0852,1190.0,0.01,0.0
Porifera,Unknown,Present,59.1315,-15.6545,1093.5,1.0,0.0
Porifera,Unknown,Present,59.1225,-15.7462,1100.0,0.1,0.0
Porifera,Unknown,Present,58.816,-16.7913,1163.25,0.7,0.0
Porifera,Unknown,Present,58.7943,-16.8417,1156.5,0.4,0.0
Porifera,Unknown,Present,58.6463,-17.6942,838.0,0.2,0.0
Porifera,Unknown,Present,57.71,-17.994,997.75,0.3,0.0
Scleractinia,Unknown,Present,56.1037,-22.3675,1127.25,0.9,0.0
Scleractinia,Unknown,Present,57.4282,-19.2593,938.25,0.01,0.0
Scleractinia,Unknown,Present,57.6917,-18.8398,736.75,0.01,0.0
Scleractinia,Unknown,Present,57.7337,-18.8715,745.5,4.5,0.0
Scleractinia,Unknown,Present,58.5543,-19.0265,1084.25,0.2,0.0
Scleractinia,Unknown,Present,58.763,-18.7367,946.25,37.5,0.0
Scleractinia,Unknown,Present,58.717,-18.782,963.25,10.3,0.0
Scleractinia,Unknown,Present,59.2548,-17.5582,1065.25,6.3,0.0
Scleractinia,Unknown,Present,59.275,-17.3647,911.25,0.4,0.0
Scleractinia,Unknown,Present,59.239,-17.4478,889.25,50.9,0.0
Scleractinia,Unknown,Present,59.4238,-16.8085,865.25,0.9,0.0
Scleractinia,Unknown,Present,59.4,-16.0852,1190.0,0.01,0.0
Scleractinia,Unknown,Present,58.587,-17.7428,847.25,0.4,0.0
Scleractinia,Unknown,Present,58.6463,-17.6942,838.0,2.1,0.0
Scleractinia,Unknown,Present,58.119,-17.8888,811.0,0.5,0.0
Scleractinia,Unknown,Present,56.144,-20.4447,1459.0,0.1,0.0
Alcyonacea,Unknown,Present,56.144,-20.4447,1459.0,0.01,0.0
Porifera,Unknown,Present,56.144,-20.4447,1459.0,0.01,0.0
Porifera,Unknown,Present,56.3375,-19.7745,1353.75,0.1,0.0
Antipatharia,Unknown,Present,58.5333,-18.175,606.0,0.01,0.0
Antipatharia,Unknown,Present,59.1117,-18.05,1470.0,0.01,0.0
Antipatharia,Unknown,Present,58.84,-19.0217,1497.0,0.1,0.0
Antipatharia,Unknown,Present,58.0417,-19.35,1328.0,0.01,0.0
Scleractinia,Unknown,Present,59.5717,-14.935,1487.5,0.01,0.0
Scleractinia,Unknown,Present,59.6833,-14.54,1434.0,0.01,0.0
Scleractinia,Unknown,Present,59.53,-15.045,1486.5,0.1,0.0
Scleractinia,Unknown,Present,57.4533,-19.9233,1058.5,0.01,0.0
Scleractinia,Unknown,Present,57.1767,-19.905,1054.5,0.01,0.0
Scleractinia,Unknown,Present,58.2067,-19.3017,1404.5,0.2,0.0
Scleractinia,Unknown,Present,57.45,-20.15,1294.0,0.1,0.0
Scleractinia,Unknown,Present,59.4633,-16.115,1435.0,0.01,0.0
Scleractinia,Unknown,Present,58.1067,-19.325,1355.0,0.01,0.0
Scleractinia,Unknown,Present,58.1333,-19.5333,1495.0,0.01,0.0
Scleractinia,Unknown,Present,57.7667,-20.045,1412.5,0.01,0.0
Scleractinia,Unknown,Present,57.4267,-20.2567,1404.5,0.01,0.0
Scleractinia,Unknown,Present,57.1083,-20.4667,1466.0,0.1,0.0
Scleractinia,Unknown,Present,58.7583,-18.9667,1283.5,0.01,0.0
Scleractinia,Unknown,Present,59.1283,-18.055,1476.5,0.1,0.0
Scleractinia,Unknown,Present,59.4817,-15.94,1515.5,0.9,0.0
Scleractinia,Unknown,Present,59.52,-14.955,1402.5,0.1,0.0
Scleractinia,Unknown,Present,59.67,-14.6083,1465.0,0.01,0.0
Scleractinia,Unknown,Present,59.4817,-15.45,1513.5,0.4,0.0
Scleractinia,Unknown,Present,59.5233,-15.0533,1486.0,0.1,0.0
Scleractinia,Unknown,Present,59.4833,-15.55,1518.5,0.1,0.0
Scleractinia,Unknown,Present,59.485,-16.0767,1526.0,0.1,0.0
Scleractinia,Unknown,Present,59.49,-15.945,1540.0,0.4,0.0
Scleractinia,Unknown,Present,59.5,-15.5617,1556.5,0.2,0.0
Scleractinia,Unknown,Present,59.5117,-15.93,1566.0,0.3,0.0
Scleractinia,Unknown,Present,59.6,-14.9167,1526.0,0.4,0.0
Scleractinia,Unknown,Present,59.6917,-14.5583,1452.0,0.1,0.0
Scleractinia,Unknown,Present,59.5367,-15.0467,1510.5,0.1,0.0
Scleractinia,Unknown,Present,59.49,-15.5817,1540.5,0.3,0.0
Scleractinia,Unknown,Present,57.4383,-20.3067,1443.5,0.4,0.0
Scleractinia,Unknown,Present,57.0467,-20.335,1349.0,0.01,0.0
Scleractinia,Unknown,Present,57.9717,-19.3017,1199.0,0.01,0.0
Scleractinia,Unknown,Present,57.86,-19.4583,1160.5,0.01,0.0
Scleractinia,Unknown,Present,59.4867,-15.9667,1523.0,0.1,0.0
Scleractinia,Unknown,Present,59.57,-16.395,1508.0,0.01,0.0
Scleractinia,Unknown,Present,56.73,-19.955,1151.0,0.01,0.0
Alcyonacea,Unknown,Present,57.7667,-17.4467,1247.5,0.3,0.0
Alcyonacea,Unknown,Present,58.5333,-18.175,606.0,0.1,0.0
Alcyonacea,Unknown,Present,58.7,-18.3,623.5,0.6,0.0
Alcyonacea,Unknown,Present,58.5417,-17.7583,819.0,0.7,0.0
Alcyonacea,Unknown,Present,58.7583,-17.57,877.0,0.01,0.0
Alcyonacea,Unknown,Present,59.5833,-16.7817,1266.5,1.0,0.0
Alcyonacea,Unknown,Present,58.84,-19.0217,1497.0,0.4,0.0
Alcyonacea,Unknown,Present,58.27,-18.4333,767.5,0.1,0.0
Alcyonacea,Unknown,Present,58.2833,-17.9667,777.5,0.4,0.0
Alcyonacea,Unknown,Present,58.54,-17.8567,815.0,0.01,0.0
Alcyonacea,Unknown,Present,58.7133,-17.25,1064.0,0.1,0.0
Alcyonacea,Unknown,Present,57.7033,-18.48,769.0,0.8,0.0
Alcyonacea,Unknown,Present,57.3817,-19.3033,1002.5,2.2,0.0
Pennatulacea,Unknown,Present,56.975,-20.21,1153.5,1.0,0.0
Pennatulacea,Unknown,Present,57.8333,-19.4517,1126.0,0.01,0.0
Pennatulacea,Unknown,Present,59.53,-15.045,1486.5,0.1,0.0
Pennatulacea,Unknown,Present,57.7283,-18.4783,782.5,0.4,0.0
Pennatulacea,Unknown,Present,57.685,-17.905,1122.5,0.2,0.0
Pennatulacea,Unknown,Present,58.1833,-18.4183,820.0,0.2,0.0
Pennatulacea,Unknown,Present,58.2333,-18.1117,813.0,0.1,0.0
Pennatulacea,Unknown,Present,57.9733,-19.2883,1190.0,0.01,0.0
Pennatulacea,Unknown,Present,56.7517,-20.0717,1154.0,0.1,0.0
Pennatulacea,Unknown,Present,57.7667,-17.4467,1247.5,0.2,0.0
Pennatulacea,Unknown,Present,58.5333,-18.175,606.0,0.01,0.0
Pennatulacea,Unknown,Present,58.7,-18.3,623.5,0.1,0.0
Pennatulacea,Unknown,Present,58.5417,-17.7583,819.0,0.1,0.0
Pennatulacea,Unknown,Present,58.7583,-17.57,877.0,0.1,0.0
Pennatulacea,Unknown,Present,58.5817,-17.4067,1068.0,0.1,0.0
Pennatulacea,Unknown,Present,58.7283,-17.2167,1060.0,0.2,0.0
Pennatulacea,Unknown,Present,58.7333,-16.7267,1158.0,0.1,0.0
Pennatulacea,Unknown,Present,58.5783,-16.96,1149.5,0.2,0.0
Pennatulacea,Unknown,Present,59.065,-18.46,1472.0,0.1,0.0
Pennatulacea,Unknown,Present,59.1083,-18.025,1430.0,0.1,0.0
Pennatulacea,Unknown,Present,59.4817,-15.94,1515.5,0.1,0.0
Pennatulacea,Unknown,Present,59.52,-14.955,1402.5,0.1,0.0
Pennatulacea,Unknown,Present,59.4817,-15.45,1513.5,0.4,0.0
Pennatulacea,Unknown,Present,59.4833,-15.55,1518.5,0.1,0.0
Pennatulacea,Unknown,Present,59.49,-15.945,1540.0,0.2,0.0
Pennatulacea,Unknown,Present,59.5117,-15.93,1566.0,0.3,0.0
Pennatulacea,Unknown,Present,59.6,-14.9167,1526.0,0.1,0.0
Pennatulacea,Unknown,Present,59.6917,-14.5583,1452.0,0.1,0.0
Pennatulacea,Unknown,Present,59.5367,-15.0467,1510.5,0.1,0.0
Pennatulacea,Unknown,Present,59.49,-15.5817,1540.5,0.3,0.0
Pennatulacea,Unknown,Present,59.1667,-17.745,1188.5,0.01,0.0
Pennatulacea,Unknown,Present,58.84,-19.0217,1497.0,0.1,0.0
Pennatulacea,Unknown,Present,57.9833,-19.5117,1328.5,0.1,0.0
Pennatulacea,Unknown,Present,57.7967,-19.965,1369.0,0.1,0.0
Pennatulacea,Unknown,Present,57.9717,-19.3017,1199.0,0.1,0.0
Pennatulacea,Unknown,Present,58.27,-18.4333,767.5,1.2,0.0
Pennatulacea,Unknown,Present,58.54,-17.8567,815.0,1.0,0.0
Pennatulacea,Unknown,Present,58.7133,-17.25,1064.0,0.5,0.0
Pennatulacea,Unknown,Present,58.6917,-16.74,1181.0,0.2,0.0
Pennatulacea,Unknown,Present,57.8883,-17.17,1153.5,0.3,0.0
Pennatulacea,Unknown,Present,57.7733,-17.5717,1110.5,0.1,0.0
Pennatulacea,Unknown,Present,57.7033,-18.48,769.0,0.2,0.0
Pennatulacea,Unknown,Present,57.53,-18.5333,785.0,0.1,0.0
Pennatulacea,Unknown,Present,57.4733,-19.1167,957.5,0.1,0.0
Pennatulacea,Unknown,Present,57.3817,-19.3033,1002.5,0.1,0.0
Pennatulacea,Unknown,Present,59.06,-18.4583,1460.5,0.1,0.0
Pennatulacea,Unknown,Present,59.4867,-15.9667,1523.0,0.01,0.0
Pennatulacea,Unknown,Present,58.0417,-19.35,1328.0,0.1,0.0
Porifera,Unknown,Present,56.71,-20.0167,1114.0,1.5,0.0
Porifera,Unknown,Present,59.4817,-15.4333,1503.5,10.2,0.0
Porifera,Unknown,Present,58.4533,-19.2067,1455.0,6.3,0.0
Porifera,Unknown,Present,57.4533,-19.9233,1058.5,0.1,0.0
Porifera,Unknown,Present,57.685,-17.905,1122.5,65.6,0.0
Porifera,Unknown,Present,58.3433,-19.1417,1258.0,25.1,0.0
Porifera,Unknown,Present,56.96,-20.1533,1116.0,8.0,0.0
Porifera,Unknown,Present,57.7667,-17.4467,1247.5,1000.0,0.0
Porifera,Unknown,Present,58.325,-17.9783,768.5,80.0,0.0
Porifera,Unknown,Present,58.5817,-17.4067,1068.0,105.3,0.0
Porifera,Unknown,Present,58.7283,-17.2167,1060.0,130.7,0.0
Porifera,Unknown,Present,58.7333,-16.7267,1158.0,283.5,0.0
Porifera,Unknown,Present,58.5783,-16.96,1149.5,106.4,0.0
Porifera,Unknown,Present,59.4933,-16.0617,1524.0,7.9,0.0
Porifera,Unknown,Present,59.4767,-16.0667,1534.0,0.9,0.0
Porifera,Unknown,Present,59.5833,-16.7817,1266.5,2.4,0.0
Porifera,Unknown,Present,57.4267,-20.2567,1404.5,1.7,0.0
Porifera,Unknown,Present,57.1083,-20.4667,1466.0,6.4,0.0
Porifera,Unknown,Present,56.7167,-19.7083,1066.0,0.4,0.0
Porifera,Unknown,Present,58.045,-19.2333,1260.5,0.2,0.0
Porifera,Unknown,Present,59.4817,-15.45,1513.5,2.0,0.0
Porifera,Unknown,Present,59.5367,-15.0467,1510.5,3.7,0.0
Porifera,Unknown,Present,58.84,-19.0217,1497.0,0.8,0.0
Porifera,Unknown,Present,56.9617,-20.2417,1212.5,1.0,0.0
Porifera,Unknown,Present,58.7133,-17.25,1064.0,404.0,0.0
Porifera,Unknown,Present,58.6917,-16.74,1181.0,3000.0,0.0
Porifera,Unknown,Present,57.8883,-17.17,1153.5,800.0,0.0
Porifera,Unknown,Present,57.7733,-17.5717,1110.5,100.0,0.0
Porifera,Unknown,Present,59.4217,-17.295,1400.5,0.3,0.0
Porifera,Unknown,Present,59.1033,-18.05,1435.0,0.2,0.0
Porifera,Unknown,Present,56.6717,-20.015,1167.5,0.7,0.0
Scleractinia,Unknown,Present,58.0267,-19.4817,1386.5,0.9,0.0
Scleractinia,Unknown,Present,58.075,-19.1733,1251.5,2.0,0.0
Scleractinia,Unknown,Present,58.5417,-19.1733,1441.0,1.2,0.0
Scleractinia,Unknown,Present,58.795,-19.0517,1460.0,0.5,0.0
Scleractinia,Unknown,Present,57.7367,-20.0317,1337.5,0.2,0.0
Scleractinia,Unknown,Present,58.1833,-18.4183,820.0,25.7,0.0
Scleractinia,Unknown,Present,58.2333,-18.1117,813.0,8.5,0.0
Scleractinia,Unknown,Present,58.2067,-19.3017,1404.5,2.8,0.0
Scleractinia,Unknown,Present,58.3433,-19.1417,1258.0,0.6,0.0
Scleractinia,Unknown,Present,57.9733,-19.2883,1190.0,0.1,0.0
Scleractinia,Unknown,Present,58.7,-18.3,623.5,7.7,0.0
Scleractinia,Unknown,Present,58.5417,-17.7583,819.0,1.2,0.0
Scleractinia,Unknown,Present,58.7583,-17.57,877.0,0.8,0.0
Scleractinia,Unknown,Present,58.5817,-17.4067,1068.0,0.1,0.0
Scleractinia,Unknown,Present,58.84,-19.0217,1497.0,0.1,0.0
Scleractinia,Unknown,Present,58.54,-17.8567,815.0,0.2,0.0
Scleractinia,Unknown,Present,57.7733,-17.5717,1110.5,13.9,0.0
Scleractinia,Unknown,Present,57.7033,-18.48,769.0,0.4,0.0
Scleractinia,Unknown,Present,58.0417,-19.35,1328.0,0.1,0.0
Stichopathes gravieri,Unknown,Present,56.3676,-10.1024,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3676,-10.1025,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3677,-10.1024,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3677,-10.1024,435.0,0.0,1.0
Stichopathes gravieri,Unknown,Present,56.3677,-10.1024,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3678,-10.1024,435.0,0.0,1.0
Stichopathes gravieri,Unknown,Present,56.3679,-10.1025,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.368,-10.1025,435.0,0.0,1.0
Stichopathes gravieri,Unknown,Present,56.368,-10.1025,435.0,0.0,3.0
Stichopathes gravieri,Unknown,Present,56.368,-10.1025,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3681,-10.1026,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3681,-10.1026,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3682,-10.1025,435.0,0.0,1.0
Stichopathes gravieri,Unknown,Present,56.3682,-10.1025,435.0,0.0,1.0
Stichopathes gravieri,Unknown,Present,56.3682,-10.1025,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3682,-10.1025,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3683,-10.1025,435.0,0.0,3.0
Stichopathes gravieri,Unknown,Present,56.3683,-10.1025,435.0,0.0,1.0
Stichopathes gravieri,Unknown,Present,56.3684,-10.1025,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3683,-10.1026,435.0,0.0,1.0
Stichopathes gravieri,Unknown,Present,56.3684,-10.1026,435.0,0.0,1.0
Stichopathes gravieri,Unknown,Present,56.3684,-10.1026,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3685,-10.1026,435.0,0.0,3.0
Stichopathes gravieri,Unknown,Present,56.3686,-10.1026,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3686,-10.1027,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3687,-10.1027,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3687,-10.1027,435.0,0.0,1.0
Stichopathes gravieri,Unknown,Present,56.3687,-10.1027,435.0,0.0,3.0
Stichopathes gravieri,Unknown,Present,56.3688,-10.1027,435.0,0.0,3.0
Stichopathes gravieri,Unknown,Present,56.3688,-10.1028,435.0,0.0,3.0
Stichopathes gravieri,Unknown,Present,56.3689,-10.1028,435.0,0.0,5.0
Stichopathes gravieri,Unknown,Present,56.369,-10.1027,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3691,-10.1028,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3693,-10.1028,435.0,0.0,3.0
Stichopathes gravieri,Unknown,Present,56.3693,-10.1029,435.0,0.0,4.0
Stichopathes gravieri,Unknown,Present,56.3694,-10.1029,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3695,-10.103,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3695,-10.103,435.0,0.0,1.0
Stichopathes gravieri,Unknown,Present,56.3696,-10.1031,435.0,0.0,3.0
Stichopathes gravieri,Unknown,Present,56.3696,-10.1031,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3697,-10.1031,435.0,0.0,4.0
Stichopathes gravieri,Unknown,Present,56.3697,-10.1031,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3698,-10.1032,435.0,0.0,5.0
Stichopathes gravieri,Unknown,Present,56.3698,-10.1032,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3698,-10.1032,435.0,0.0,3.0
Stichopathes gravieri,Unknown,Present,56.3699,-10.1032,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.37,-10.1032,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3701,-10.1033,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3702,-10.1033,435.0,0.0,1.0
Stichopathes gravieri,Unknown,Present,56.3702,-10.1034,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3703,-10.1034,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3703,-10.1035,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3704,-10.1034,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3704,-10.1034,435.0,0.0,1.0
Stichopathes gravieri,Unknown,Present,56.3706,-10.1034,435.0,0.0,4.0
Stichopathes gravieri,Unknown,Present,56.3707,-10.1035,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3707,-10.1035,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3708,-10.1035,435.0,0.0,4.0
Stichopathes gravieri,Unknown,Present,56.3708,-10.1036,435.0,0.0,4.0
Stichopathes gravieri,Unknown,Present,56.3708,-10.1035,435.0,0.0,9.0
Stichopathes gravieri,Unknown,Present,56.3709,-10.1035,435.0,0.0,8.0
Stichopathes gravieri,Unknown,Present,56.3709,-10.1035,435.0,0.0,5.0
Stichopathes gravieri,Unknown,Present,56.3709,-10.1036,435.0,0.0,11.0
Stichopathes gravieri,Unknown,Present,56.371,-10.1036,435.0,0.0,4.0
Stichopathes gravieri,Unknown,Present,56.371,-10.1036,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.371,-10.1036,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3711,-10.1036,435.0,0.0,5.0
Stichopathes gravieri,Unknown,Present,56.3712,-10.1036,435.0,0.0,6.0
Stichopathes gravieri,Unknown,Present,56.3712,-10.1037,435.0,0.0,3.0
Stichopathes gravieri,Unknown,Present,56.3712,-10.1037,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3713,-10.1037,435.0,0.0,3.0
Stichopathes gravieri,Unknown,Present,56.3713,-10.1038,435.0,0.0,4.0
Stichopathes gravieri,Unknown,Present,56.3713,-10.1038,435.0,0.0,7.0
Stichopathes gravieri,Unknown,Present,56.3714,-10.1037,435.0,0.0,4.0
Stichopathes gravieri,Unknown,Present,56.3725,-10.1042,435.0,0.0,1.0
Stichopathes gravieri,Unknown,Present,56.3726,-10.1042,435.0,0.0,1.0
Stichopathes gravieri,Unknown,Present,56.3727,-10.1042,435.0,0.0,1.0
Stichopathes gravieri,Unknown,Present,56.3727,-10.1042,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3732,-10.1044,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3736,-10.1046,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3737,-10.1045,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3737,-10.1046,435.0,0.0,1.0
Stichopathes gravieri,Unknown,Present,56.374,-10.1047,435.0,0.0,1.0
Stichopathes gravieri,Unknown,Present,56.374,-10.1047,435.0,0.0,1.0
Stichopathes gravieri,Unknown,Present,56.3741,-10.1047,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3741,-10.1048,435.0,0.0,1.0
Stichopathes gravieri,Unknown,Present,56.3743,-10.1048,435.0,0.0,3.0
Stichopathes gravieri,Unknown,Present,56.3743,-10.1048,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3743,-10.1048,435.0,0.0,3.0
Stichopathes gravieri,Unknown,Present,56.3744,-10.1048,435.0,0.0,1.0
Stichopathes gravieri,Unknown,Present,56.3744,-10.1048,435.0,0.0,1.0
Stichopathes gravieri,Unknown,Present,56.3745,-10.1047,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3746,-10.1049,435.0,0.0,1.0
Stichopathes gravieri,Unknown,Present,56.3749,-10.1051,435.0,0.0,3.0
Stichopathes gravieri,Unknown,Present,56.3751,-10.1053,435.0,0.0,3.0
Stichopathes gravieri,Unknown,Present,56.3751,-10.1052,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3751,-10.1053,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3751,-10.1053,435.0,0.0,1.0
Stichopathes gravieri,Unknown,Present,56.3753,-10.1055,435.0,0.0,1.0
Stichopathes gravieri,Unknown,Present,56.3756,-10.1055,435.0,0.0,1.0
Stichopathes gravieri,Unknown,Present,56.3756,-10.1055,435.0,0.0,1.0
Stichopathes gravieri,Unknown,Present,56.376,-10.1053,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3764,-10.1055,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3764,-10.1056,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3765,-10.1057,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3766,-10.1056,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3767,-10.1057,435.0,0.0,3.0
Stichopathes gravieri,Unknown,Present,56.3767,-10.1057,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3767,-10.1057,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3767,-10.1057,435.0,0.0,1.0
Stichopathes gravieri,Unknown,Present,56.3768,-10.1056,435.0,0.0,1.0
Stichopathes gravieri,Unknown,Present,56.3768,-10.1056,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3773,-10.1059,435.0,0.0,1.0
Stichopathes gravieri,Unknown,Present,56.3774,-10.1059,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3776,-10.1061,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3777,-10.1061,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3778,-10.1061,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3778,-10.1061,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3779,-10.1061,435.0,0.0,1.0
Stichopathes gravieri,Unknown,Present,56.3779,-10.1062,435.0,0.0,1.0
Stichopathes gravieri,Unknown,Present,56.3781,-10.1062,435.0,0.0,3.0
Stichopathes gravieri,Unknown,Present,56.3782,-10.1063,435.0,0.0,1.0
Stichopathes gravieri,Unknown,Present,56.3782,-10.1062,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3783,-10.1062,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3783,-10.1063,435.0,0.0,2.0
Stichopathes gravieri,Unknown,Present,56.3783,-10.1063,435.0,0.0,3.0
Stichopathes gravieri,Unknown,Present,56.3784,-10.1063,435.0,0.0,1.0
Stichopathes gravieri,Unknown,Present,56.3783,-10.1063,435.0,0.0,2.0
