VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Geography and population,"Economy, development and food security",GDP per capita,Ghana,2021,2422.085913,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Ghana,2022,2203.558935,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Greece,2015,18100.431129,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Greece,2016,17955.504683,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Greece,2017,18690.624484,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Greece,2018,19942.072299,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Greece,2019,19411.036987,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Greece,2020,17929.621158,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Greece,2021,20551.489339,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Greece,2022,20923.096364,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Grenada,2015,8379.633119,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Grenada,2016,8849.514156,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Grenada,2017,9309.267842,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Grenada,2018,9574.310271,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Grenada,2019,9887.920742,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Grenada,2020,8437.536782,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Grenada,2021,9010.670753,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Grenada,2022,9509.250006,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Guatemala,2015,3886.36016,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Guatemala,2016,4054.593728,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Guatemala,2017,4322.031108,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Guatemala,2018,4351.786588,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Guatemala,2019,4511.32872,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Guatemala,2020,4475.980262,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Guatemala,2021,4887.024042,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Guatemala,2022,5324.132661,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Guinea,2015,756.425592,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Guinea,2016,721.133516,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Guinea,2017,843.464278,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Guinea,2018,944.417268,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Guinea,2019,1043.903512,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Guinea,2020,1066.908785,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Guinea,2021,1166.740248,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Guinea,2022,1504.133807,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Guinea-Bissau,2015,585.513765,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Guinea-Bissau,2016,642.665997,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Guinea-Bissau,2017,718.245738,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Guinea-Bissau,2018,741.561991,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Guinea-Bissau,2019,692.900054,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Guinea-Bissau,2020,692.79821,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Guinea-Bissau,2021,768.666148,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Guinea-Bissau,2022,747.762697,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Guyana,2015,5668.429765,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Guyana,2016,5905.380196,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Guyana,2017,6220.978568,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Guyana,2018,6094.909837,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Guyana,2019,6477.296726,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Guyana,2020,6863.074346,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Guyana,2021,9994.645704,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Guyana,2022,18199.47484,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Haiti,2015,1344.636363,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Haiti,2016,1249.840705,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Haiti,2017,1405.447377,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Haiti,2018,1428.422636,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Haiti,2019,1260.286967,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Haiti,2020,1463.522688,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Haiti,2021,1663.561694,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Haiti,2022,1618.582427,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Honduras,2015,2257.224303,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Honduras,2016,2295.536694,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Honduras,2017,2403.306094,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Honduras,2018,2457.68644,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Honduras,2019,2519.367423,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Honduras,2020,2354.12148,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Honduras,2021,2771.722616,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Honduras,2022,3040.17308,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Hungary,2015,12715.465155,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Hungary,2016,13103.256242,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Hungary,2017,14619.783288,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Hungary,2018,16423.871035,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Hungary,2019,16785.088466,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Hungary,2020,16124.908192,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Hungary,2021,18753.249738,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Hungary,2022,17791.908977,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Iceland,2015,52912.494772,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Iceland,2016,61944.345069,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Iceland,2017,71961.532039,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Iceland,2018,74404.726451,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Iceland,2019,68412.201681,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Iceland,2020,58815.356224,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Iceland,2021,69115.639001,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Iceland,2022,75260.405234,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,India,2015,1622.808195,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,India,2016,1711.137592,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,India,2017,1937.924539,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,India,2018,2018.400292,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,India,2019,2064.051291,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,India,2020,1916.459344,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,India,2021,2255.866685,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,India,2022,2445.390241,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Indonesia,2015,3322.581679,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Indonesia,2016,3558.818852,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Indonesia,2017,3839.785075,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Indonesia,2018,3902.661675,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Indonesia,2019,4151.227555,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Indonesia,2020,3895.618152,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Indonesia,2021,4334.215983,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Indonesia,2022,4787.999308,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Iran (Islamic Republic of),2015,5100.940322,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Iran (Islamic Republic of),2016,5594.817006,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Iran (Islamic Republic of),2017,5960.707147,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Iran (Islamic Republic of),2018,3703.460515,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Iran (Islamic Republic of),2019,3610.154994,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Iran (Islamic Republic of),2020,3748.200019,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Iran (Islamic Republic of),2021,4075.486344,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Iran (Islamic Republic of),2022,4495.146987,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Iraq,2015,4416.942923,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Iraq,2016,4305.202702,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Iraq,2017,4725.193371,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Iraq,2018,5601.467061,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Iraq,2019,5621.181695,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Iraq,2020,4251.337243,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Iraq,2021,4770.83534,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Iraq,2022,5937.195471,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Ireland,2015,62636.456507,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Ireland,2016,63267.600705,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Ireland,2017,70673.120437,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Ireland,2018,79986.099732,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Ireland,2019,81481.099237,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Ireland,2020,86655.55516,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Ireland,2021,102955.801069,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Ireland,2022,105993.272773,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Israel,2015,37803.756586,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Israel,2016,39338.148758,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Israel,2017,42991.619562,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Israel,2018,44362.508334,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Israel,2019,46428.474443,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Israel,2020,47014.6906,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Israel,2021,55023.230066,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Israel,2022,58086.357487,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Italy,2015,30480.004357,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Italy,2016,31201.602372,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Italy,2017,32694.406225,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Italy,2018,34936.913641,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Italy,2019,33674.398752,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Italy,2020,31889.8012,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Italy,2021,36383.327631,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Italy,2022,34672.091141,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Jamaica,2015,5080.687975,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Jamaica,2016,5022.702262,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Jamaica,2017,5273.149061,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Jamaica,2018,5594.493348,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Jamaica,2019,5626.169187,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Jamaica,2020,4897.26587,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Jamaica,2021,5183.580142,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Jamaica,2022,6047.216553,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Japan,2015,34930.436635,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Japan,2016,39400.942264,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Japan,2017,38928.952604,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Japan,2018,39925.914724,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Japan,2019,40686.267765,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Japan,2020,40311.383528,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Japan,2021,40168.807557,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Japan,2022,34143.736546,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Jordan,2015,4064.253016,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Jordan,2016,4003.404749,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Jordan,2017,4073.116404,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Jordan,2018,4146.407296,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Jordan,2019,4159.671442,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Jordan,2020,3987.683617,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Jordan,2021,4046.983885,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Jordan,2022,4204.559939,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Kazakhstan,2015,10338.043574,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Kazakhstan,2016,7593.435165,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Kazakhstan,2017,9107.697679,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Kazakhstan,2018,9674.129883,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Kazakhstan,2019,9686.716747,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Kazakhstan,2020,9014.182796,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Kazakhstan,2021,10268.153817,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Kazakhstan,2022,11624.721733,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Kenya,2015,1496.655633,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Kenya,2016,1562.076508,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Kenya,2017,1675.973652,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Kenya,2018,1845.783413,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Kenya,2019,1970.080063,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Kenya,2020,1936.250752,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Kenya,2021,2069.661137,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Kenya,2022,2099.298568,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Kiribati,2015,1459.143393,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Kiribati,2016,1506.134282,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Kiribati,2017,1563.46714,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Kiribati,2018,1605.028704,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Kiribati,2019,1411.940729,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Kiribati,2020,1404.75116,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Kiribati,2021,1764.934486,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Kiribati,2022,1704.394791,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Kuwait,2015,29314.94096,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Kuwait,2016,27026.648196,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Kuwait,2017,29258.289476,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Kuwait,2018,32012.13528,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Kuwait,2019,30666.220367,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Kuwait,2020,24297.701146,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Kuwait,2021,32324.602844,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Kuwait,2022,41079.483209,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Kyrgyzstan,2015,1129.027906,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Kyrgyzstan,2016,1132.063295,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Kyrgyzstan,2017,1258.390778,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Kyrgyzstan,2018,1329.013284,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Kyrgyzstan,2019,1402.83375,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Kyrgyzstan,2020,1211.054607,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Kyrgyzstan,2021,1339.00521,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Kyrgyzstan,2022,1648.509557,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Lao People's Democratic Republic,2015,2120.164695,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Lao People's Democratic Republic,2016,2293.550997,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Lao People's Democratic Republic,2017,2439.462412,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Lao People's Democratic Republic,2018,2553.360418,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Lao People's Democratic Republic,2019,2598.505795,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Lao People's Democratic Republic,2020,2611.685607,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Lao People's Democratic Republic,2021,2568.924082,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Lao People's Democratic Republic,2022,2040.341675,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Latvia,2015,13681.096524,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Latvia,2016,14220.863771,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Latvia,2017,15593.840393,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Latvia,2018,17786.985857,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Latvia,2019,17857.847824,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Latvia,2020,18128.607091,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Latvia,2021,21048.469104,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Latvia,2022,22087.592701,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Lebanon,2015,7802.751368,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Lebanon,2016,8172.299476,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Lebanon,2017,8679.897422,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Lebanon,2018,9225.845155,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Lebanon,2019,8987.165235,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Lebanon,2020,6888.497847,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Lebanon,2021,6565.362003,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Lebanon,2022,7159.368926,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Lesotho,2015,1113.836844,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Lesotho,2016,986.265258,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Lesotho,2017,1061.916962,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Lesotho,2018,1162.365334,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Lesotho,2019,1073.88412,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Lesotho,2020,910.156244,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Lesotho,2021,1054.93275,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Lesotho,2022,991.99579,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Liberia,2015,578.666439,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Liberia,2016,585.835779,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Liberia,2017,576.029301,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Liberia,2018,561.410774,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Liberia,2019,517.972477,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Liberia,2020,487.636028,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Liberia,2021,551.399732,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Liberia,2022,615.764237,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Libya,2015,7867.515731,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Libya,2016,7945.00605,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Libya,2017,10529.116269,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Libya,2018,11838.298708,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Libya,2019,10542.42902,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Libya,2020,7039.725252,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Libya,2021,5791.254976,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Libya,2022,5950.546192,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Liechtenstein,2015,167809.212681,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Liechtenstein,2016,165845.928848,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Liechtenstein,2017,170875.739911,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Liechtenstein,2018,175286.619274,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Liechtenstein,2019,167247.979561,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Liechtenstein,2020,165287.245451,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Liechtenstein,2021,197504.584957,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Liechtenstein,2022,197267.662395,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Lithuania,2015,13975.086748,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Lithuania,2016,14663.559039,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Lithuania,2017,16443.298019,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Lithuania,2018,18688.810585,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Lithuania,2019,19237.253404,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Lithuania,2020,20198.421993,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Lithuania,2021,23971.044019,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Lithuania,2022,25773.329783,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Luxembourg,2015,105455.895745,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Luxembourg,2016,106581.887007,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Luxembourg,2017,110203.008207,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Luxembourg,2018,116793.619746,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Luxembourg,2019,112731.530766,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Luxembourg,2020,116909.079329,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Luxembourg,2021,133867.190338,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Luxembourg,2022,125897.199853,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Madagascar,2015,455.638035,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Madagascar,2016,464.616158,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Madagascar,2017,503.498059,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Madagascar,2018,512.543992,current US$/inhab,X,false
Geography and population,"Economy, development and food security",GDP per capita,Madagascar,2019,512.279666,current US$/inhab,X,false
